semaine;reg;pop;P;T;Ti;Tp;Td
31/12/2020;11;1443796;2830;14648;196,01;19,32;1014,55
31/12/2020;11;1463709;2942;14953;201;19,67;1021,58
31/12/2020;24;296904;1059;3475;356,68;30,47;1170,41
31/12/2020;24;325598;1401;4290;430,29;32,66;1317,58
31/12/2020;24;427776;1184;4831;276,78;24,51;1129,33
31/12/2020;24;613406;1811;6236;295,24;29,04;1016,62
31/12/2020;24;686200;2187;7373;318,71;29,66;1074,47
31/12/2020;24;215031;608;2259;282,75;26,91;1050,55
31/12/2020;27;547572;1882;7031;343,7;26,77;1284,03
31/12/2020;27;137714;427;1601;310,06;26,67;1162,55
31/12/2020;27;199373;568;2044;284,89;27,79;1025,21
31/12/2020;27;232531;762;2958;327,7;25,76;1272,09
31/12/2020;27;257128;852;3336;331,35;25,54;1297,41
31/12/2020;27;330074;960;4091;290,84;23,47;1239,42
31/12/2020;27;534424;2181;7560;408,1;28,85;1414,61
31/12/2020;27;546577;2117;7361;387,32;28,76;1346,75
31/12/2020;28;273214;667;3338;244,13;19,98;1221,75
31/12/2020;28;491281;1454;4814;295,96;30,2;979,89
31/12/2020;28;593885;1531;5689;257,79;26,91;957,93
31/12/2020;28;695310;1900;8823;273,26;21,53;1268,93
31/12/2020;28;1253596;3176;14178;253,35;22,4;1130,99
31/12/2020;32;524403;1340;5558;255,53;24,11;1059,87
31/12/2020;32;566328;1741;7527;307,42;23,13;1329,09
31/12/2020;32;833013;1953;9177;234,45;21,28;1101,66
31/12/2020;32;1456555;4007;20074;275,1;19,96;1378,18
31/12/2020;32;2606873;6828;36975;261,92;18,47;1418,37
31/12/2020;44;562545;1684;7680;299,35;21,93;1365,22
31/12/2020;44;768557;2770;11090;360,42;24,98;1442,96
31/12/2020;44;1044398;2893;13017;277;22,22;1246,36
31/12/2020;44;1156546;4098;18721;354,33;21,89;1618,7
31/12/2020;44;731006;2126;9030;290,83;23,54;1235,28
31/12/2020;44;358175;892;4339;249,04;20,56;1211,42
31/12/2020;44;311083;1227;4302;394,43;28,52;1382,91
31/12/2020;44;166343;570;2104;342,67;27,09;1264,86
31/12/2020;44;178156;543;2127;304,79;25,53;1193,9
31/12/2020;44;265285;609;2725;229,56;22,35;1027,2
31/12/2020;52;305870;819;2831;267,76;28,93;925,56
31/12/2020;52;564588;1915;6446;339,19;29,71;1141,72
31/12/2020;52;699296;1894;6553;270,84;28,9;937,09
31/12/2020;52;825241;2231;7105;270,35;31,4;860,96
31/12/2020;52;1478101;4129;12835;279,34;32,17;868,34
31/12/2020;53;601354;1416;6090;235,47;23,25;1012,71
31/12/2020;53;770921;1998;7417;259,17;26,94;962,1
31/12/2020;53;922797;2496;10057;270,48;24,82;1089,84
31/12/2020;53;1107860;3274;11625;295,52;28,16;1049,32
31/12/2020;75;113711;436;1391;383,43;31,34;1223,28
31/12/2020;75;238445;1157;3127;485,23;37;1311,41
31/12/2020;75;329135;1028;4097;312,33;25,09;1244,78
31/12/2020;75;350298;1392;3984;397,38;34,94;1137,32
31/12/2020;75;369805;1441;4155;389,66;34,68;1123,57
31/12/2020;75;374426;1329;4154;354,94;31,99;1109,43
31/12/2020;75;411087;1594;4695;387,75;33,95;1142,09
31/12/2020;75;422332;1265;4403;299,53;28,73;1042,54
31/12/2020;75;440164;1401;5068;318,29;27,64;1151,39
31/12/2020;75;659482;1994;7570;302,36;26,34;1147,87
31/12/2020;75;691770;3145;9433;454,63;33,34;1363,6
31/12/2020;75;1681330;5814;20243;345,8;28,72;1203,99
31/12/2020;76;280254;1083;3461;386,44;31,29;1234,95
31/12/2020;76;379844;1127;4650;296,7;24,24;1224,19
31/12/2020;76;393046;1567;4786;398,68;32,74;1217,67
31/12/2020;76;485396;1372;6756;282,66;20,31;1391,85
31/12/2020;76;753436;3578;12943;474,89;27,64;1717,86
31/12/2020;76;1217787;4051;18361;332,65;22,06;1507,73
31/12/2020;76;1452055;6005;19148;413,55;31,36;1318,68
31/12/2020;76;264216;994;3402;376,21;29,22;1287,58
31/12/2020;76;231014;1403;3754;607,32;37,37;1625,01
31/12/2020;76;192279;799;2535;415,54;31,52;1318,4
31/12/2020;76;174522;725;1796;415,42;40,37;1029,1
31/12/2020;76;76573;211;644;275,55;32,76;841,03
31/12/2020;76;153126;646;1949;421,87;33,15;1272,81
31/12/2020;84;143280;568;1693;396,43;33,55;1181,6
31/12/2020;84;227224;849;3064;373,64;27,71;1348,45
31/12/2020;84;330865;1555;4783;469,98;32,51;1445,6
31/12/2020;84;331757;899;3756;270,98;23,94;1132,15
31/12/2020;84;442054;1647;5132;372,58;32,09;1160,94
31/12/2020;84;524506;2340;7353;446,13;31,82;1401,89
31/12/2020;84;665391;2679;7991;402,62;33,53;1200,95
31/12/2020;84;672494;2305;7207;342,75;31,98;1071,68
31/12/2020;84;767549;2877;10544;374,83;27,29;1373,72
31/12/2020;84;850125;3046;9334;358,3;32,63;1097,96
31/12/2020;84;1285915;5204;17311;404,69;30,06;1346,2
31/12/2020;84;1912073;6717;26943;351,29;24,93;1409,1
31/12/2020;93;141059;646;1916;457,96;33,72;1358,3
31/12/2020;93;165582;754;2653;455,36;28,42;1602,23
31/12/2020;93;562928;2607;9102;463,11;28,64;1616,9
31/12/2020;93;1095564;4364;18752;398,33;23,27;1711,63
31/12/2020;93;1103555;4447;17107;402,97;26;1550,17
31/12/2020;93;2062499;9436;43576;457,5;21,65;2112,78
31/12/2020;94;162314;732;3225;450,98;22,7;1986,89
31/12/2020;94;187151;694;3106;370,82;22,34;1659,62
31/12/2020;1;376879;92;3118;24,41;2,95;827,32
31/12/2020;2;358749;61;3324;17;1,84;926,55
31/12/2020;3;290691;779;7534;267,98;10,34;2591,76
31/12/2020;4;859959;211;13730;24,54;1,54;1596,59
31/12/2020;5;5997;2;28;33,35;7,14;466,9
31/12/2020;6;279471;524;4080;187,5;12,84;1459,9
31/12/2020;7;9961;48;845;481,88;5,68;8483,08
31/12/2020;8;35334;75;1191;212,26;6,3;3370,69
31/12/2020;11;1248354;2407;32358;192,81;7,44;2592,05
31/12/2020;11;1319401;2167;34263;164,24;6,32;2596,86
31/12/2020;11;1406041;2742;41793;195,02;6,56;2972,39
31/12/2020;11;1423607;2511;37246;176,38;6,74;2616,31
31/12/2020;11;1448625;2085;37048;143,93;5,63;2557,46
31/12/2020;11;1613762;2998;54179;185,78;5,53;3357,31
31/12/2020;11;1670149;3025;41459;181,12;7,3;2482,35
31/12/2020;11;2148271;4004;94472;186,38;4,24;4397,58
31/12/2020;24;217139;508;6036;233,95;8,42;2779,79
31/12/2020;24;296404;620;7763;209,17;7,99;2619,06
31/12/2020;24;327835;427;6989;130,25;6,11;2131,86
31/12/2020;24;429425;519;9572;120,86;5,42;2229,03
31/12/2020;24;605380;1035;15068;170,97;6,87;2489,02
31/12/2020;24;682890;1218;17085;178,36;7,13;2501,87
31/12/2020;27;140145;412;3948;293,98;10,44;2817,08
31/12/2020;27;199596;490;6126;245,5;8;3069,2
31/12/2020;27;233194;582;6261;249,58;9,3;2684,89
31/12/2020;27;257849;780;8183;302,5;9,53;3173,56
31/12/2020;27;332096;533;8344;160,5;6,39;2512,53
31/12/2020;27;532886;1081;14860;202,86;7,27;2788,59
31/12/2020;27;539449;1362;14132;252,48;9,64;2619,71
31/12/2020;27;547824;1281;15346;233,83;8,35;2801,26
31/12/2020;28;1243788;2706;38154;217,56;7,09;3067,56
31/12/2020;28;600687;633;11121;105,38;5,69;1851,38
31/12/2020;28;691453;846;19872;122,35;4,26;2873,95
31/12/2020;28;490669;933;13355;190,15;6,99;2721,79
31/12/2020;28;276903;563;7855;203,32;7,17;2836,73
31/12/2020;32;526050;1092;13459;207,58;8,11;2558,5
31/12/2020;32;569769;1401;16770;245,89;8,35;2943,3
31/12/2020;32;825077;1803;22293;218,53;8,09;2701,93
31/12/2020;32;1452778;2398;37361;165,06;6,42;2571,69
31/12/2020;32;2588988;4310;76738;166,47;5,62;2964,02
31/12/2020;44;730398;1589;22626;217,55;7,02;3097,76
31/12/2020;44;169250;388;4929;229,25;7,87;2912,26
31/12/2020;44;181641;419;5119;230,67;8,19;2818,2
31/12/2020;44;265531;583;8105;219,56;7,19;3052,37
31/12/2020;44;309907;459;8081;148,11;5,68;2607,56
31/12/2020;44;359520;689;9818;191,64;7,02;2730,86
31/12/2020;44;563823;1145;16553;203,08;6,92;2935,85
31/12/2020;44;763204;1288;18835;168,76;6,84;2467,89
31/12/2020;44;1035866;1949;27759;188,15;7,02;2679,79
31/12/2020;44;1132607;2204;34221;194,6;6,44;3021,44
31/12/2020;52;305365;512;6211;167,67;8,24;2033,96
31/12/2020;52;560227;1027;14294;183,32;7,18;2551,47
31/12/2020;52;683187;982;18765;143,74;5,23;2746,69
31/12/2020;52;815881;1048;19739;128,45;5,31;2419,35
31/12/2020;52;1437137;1797;33111;125,04;5,43;2303,96
31/12/2020;53;596186;335;12348;56,19;2,71;2071,17
31/12/2020;53;755566;689;14635;91,19;4,71;1936,96
31/12/2020;53;906554;505;19357;55,71;2,61;2135,23
31/12/2020;53;1082073;1578;27037;145,83;5,84;2498,63
31/12/2020;75;372627;985;13497;264,34;7,3;3622,12
31/12/2020;75;408393;569;9734;139,33;5,85;2383,49
31/12/2020;75;411979;689;10458;167,24;6,59;2538,48
31/12/2020;75;437398;535;10548;122,31;5,07;2411,53
31/12/2020;75;647080;696;17030;107,56;4,09;2631,82
31/12/2020;75;683169;860;18663;125,88;4,61;2731,83
31/12/2020;75;1633440;2537;43623;155,32;5,82;2670,62
31/12/2020;75;348180;430;6737;123,5;6,38;1934,92
31/12/2020;75;370774;467;8259;125,95;5,65;2227,5
31/12/2020;75;330336;575;7963;174,07;7,22;2410,58
31/12/2020;75;240336;323;5807;134,4;5,56;2416,2
31/12/2020;75;116270;163;3210;140,19;5,08;2760,82
31/12/2020;76;262618;290;6017;110,43;4,82;2291,16
31/12/2020;76;76286;173;1726;226,78;10,02;2262,54
31/12/2020;76;152398;232;4375;152,23;5,3;2870,77
31/12/2020;76;173166;199;3497;114,92;5,69;2019,45
31/12/2020;76;190040;242;5026;127,34;4,81;2644,71
31/12/2020;76;226839;376;5582;165,76;6,74;2460,78
31/12/2020;76;278360;385;7374;138,31;5,22;2649,09
31/12/2020;76;372705;606;12059;162,6;5,03;3235,53
31/12/2020;76;387898;980;10661;252,64;9,19;2748,4
31/12/2020;76;479000;1007;15914;210,23;6,33;3322,34
31/12/2020;76;748468;1412;21663;188,65;6,52;2894,31
31/12/2020;76;1176145;1885;35250;160,27;5,35;2997,08
31/12/2020;76;1400935;2582;40486;184,31;6,38;2889,93
31/12/2020;84;1264979;2386;27979;188,62;8,53;2211,82
31/12/2020;84;1876051;3853;49576;205,38;7,77;2642,57
31/12/2020;84;828405;1423;17744;171,78;8,02;2141,95
31/12/2020;84;764737;1730;25138;226,22;6,88;3287,14
31/12/2020;84;660240;1236;18601;187,2;6,64;2817,31
31/12/2020;84;656955;1282;13683;195,14;9,37;2082,79
31/12/2020;84;142811;191;4923;133,74;3,88;3447,21
31/12/2020;84;226901;531;5340;234,02;9,94;2353,45
31/12/2020;84;326875;735;7617;224,86;9,65;2330,25
31/12/2020;84;331315;688;9062;207,66;7,59;2735,16
31/12/2020;84;432548;678;9328;156,75;7,27;2156,52
31/12/2020;84;520560;1273;13395;244,54;9,5;2573,19
31/12/2020;93;141756;361;4407;254,66;8,19;3108,86
31/12/2020;93;165197;308;4457;186,44;6,91;2697,99
31/12/2020;93;560997;1403;16722;250,09;8,39;2980,76
31/12/2020;93;1073836;2959;43644;275,55;6,78;4064,31
31/12/2020;93;1079396;4375;53160;405,32;8,23;4924,98
31/12/2020;93;2034469;5867;92478;288,38;6,34;4545,56
31/12/2020;94;162421;105;6685;64,65;1,57;4115,85
31/12/2020;94;182258;157;7220;86,14;2,17;3961,42
31/12/2020;1;376879;17307;65088;4592,19;26,59;17270,26
31/12/2020;2;358749;10625;60196;2961,68;17,65;16779,42
31/12/2020;3;290691;8473;24233;2914,78;34,96;8336,34
31/12/2020;4;859959;33839;103775;3934,95;32,61;12067,44
31/12/2020;5;5997;28;99;466,9;28,28;1650,83
31/12/2020;6;279471;3284;12825;1175,08;25,61;4589,03
31/12/2020;7;9961;324;1746;3252,69;18,56;17528,36
31/12/2020;8;35334;1409;5093;3987,66;27,67;14413,88
31/12/2020;11;1248354;49839;183813;3992,38;27,11;14724,43
31/12/2020;11;1319401;49842;174285;3777,62;28,6;13209,4
31/12/2020;11;1406041;52538;208975;3736,59;25,14;14862,65
31/12/2020;11;1423607;54494;188536;3827,88;28,9;13243,54
31/12/2020;11;1448625;53068;190632;3663,34;27,84;13159,51
31/12/2020;11;1613762;58263;252158;3610,38;23,11;15625,48
31/12/2020;11;1670149;61096;239406;3658,12;25,52;14334,41
31/12/2020;11;2148271;76669;373320;3568,87;20,54;17377,7
31/12/2020;24;217139;3698;17901;1703,06;20,66;8244,03
31/12/2020;24;296404;5989;24349;2020,55;24,6;8214,8
31/12/2020;24;327835;6868;29690;2094,96;23,13;9056,38
31/12/2020;24;429425;11715;41190;2728,07;28,44;9591,9
31/12/2020;24;605380;16267;67384;2687,07;24,14;11130,86
31/12/2020;24;682890;18221;67977;2668,22;26,8;9954,31
31/12/2020;27;140145;3370;14626;2404,65;23,04;10436,33
31/12/2020;27;199596;3838;16048;1922,88;23,92;8040,24
31/12/2020;27;233194;4941;22237;2118,84;22,22;9535,84
31/12/2020;27;257849;6635;26841;2573,21;24,72;10409,58
31/12/2020;27;332096;7526;32090;2266,21;23,45;9662,87
31/12/2020;27;532886;16125;62392;3025,98;25,84;11708,32
31/12/2020;27;539449;16792;64811;3112,81;25,91;12014,3
31/12/2020;27;547824;13006;49904;2374,12;26,06;9109,5
31/12/2020;28;691453;16352;78989;2364,88;20,7;11423,62
31/12/2020;28;276903;5943;26709;2146,24;22,25;9645,62
31/12/2020;28;490669;10334;44614;2106,1;23,16;9092,48
31/12/2020;28;600687;16600;59527;2763,5;27,89;9909,82
31/12/2020;28;1243788;35663;147605;2867,29;24,16;11867,38
31/12/2020;32;526050;11980;54890;2277,35;21,83;10434,37
31/12/2020;32;569769;14703;68728;2580,52;21,39;12062,43
31/12/2020;32;825077;27705;103453;3357,87;26,78;12538,59
31/12/2020;32;1452778;35659;177956;2454,54;20,04;12249,36
31/12/2020;32;2588988;80546;379881;3111,1;21,2;14672,95
31/12/2020;44;1132607;34262;159371;3025,06;21,5;14071,17
31/12/2020;44;1035866;23500;117642;2268,63;19,98;11356,88
31/12/2020;44;763204;19716;89465;2583,32;22,04;11722,29
31/12/2020;44;169250;3149;15829;1860,56;19,89;9352,44
31/12/2020;44;181641;3252;16678;1790,34;19,5;9181,85
31/12/2020;44;265531;6335;31269;2385,79;20,26;11776,03
31/12/2020;44;309907;7915;33537;2553,99;23,6;10821,63
31/12/2020;44;359520;8346;39621;2321,43;21,06;11020,53
31/12/2020;44;563823;15662;66800;2777,82;23,45;11847,69
31/12/2020;44;730398;17700;86205;2423,34;20,53;11802,47
31/12/2020;52;560227;16190;60092;2889,9;26,94;10726,37
31/12/2020;52;683187;16593;67904;2428,76;24,44;9939,3
31/12/2020;52;815881;23635;85897;2896,87;27,52;10528,13
31/12/2020;52;1437137;43733;159387;3043,06;27,44;11090,59
31/12/2020;52;305365;7639;27299;2501,6;27,98;8939,79
31/12/2020;53;596186;12144;53836;2036,95;22,56;9030,07
31/12/2020;53;755566;19623;76295;2597,13;25,72;10097,73
31/12/2020;53;906554;18000;81320;1985,54;22,13;8970,23
31/12/2020;53;1082073;33514;126451;3097,2;26,5;11686
31/12/2020;75;370774;9257;40489;2496,67;22,86;10920,13
31/12/2020;75;116270;2262;10437;1945,47;21,67;8976,52
31/12/2020;75;240336;5418;23398;2254,34;23,16;9735,54
31/12/2020;75;330336;6538;30688;1979,2;21,3;9289,94
31/12/2020;75;348180;6504;26647;1868;24,41;7653,23
31/12/2020;75;372627;7674;34964;2059,43;21,95;9383,11
31/12/2020;75;408393;7478;31646;1831,08;23,63;7748,91
31/12/2020;75;411979;11177;42693;2713;26,18;10362,91
31/12/2020;75;437398;10409;45658;2379,75;22,8;10438,55
31/12/2020;75;647080;13707;62293;2118,29;22;9626,79
31/12/2020;75;683169;22938;83203;3357,59;27,57;12178,98
31/12/2020;75;1633440;46401;189689;2840,69;24,46;11612,85
31/12/2020;76;387898;10666;43090;2749,69;24,75;11108,59
31/12/2020;76;748468;17715;83176;2366,83;21,3;11112,83
31/12/2020;76;1176145;32107;150482;2729,85;21,34;12794,51
31/12/2020;76;1400935;53529;209095;3820,95;25,6;14925,39
31/12/2020;76;479000;12602;58028;2630,9;21,72;12114,41
31/12/2020;76;372705;8529;42790;2288,41;19,93;11480,93
31/12/2020;76;278360;7287;31253;2617,83;23,32;11227,55
31/12/2020;76;76286;1611;6200;2111,79;25,98;8127,31
31/12/2020;76;152398;3454;16417;2266,43;21,04;10772,45
31/12/2020;76;173166;3531;15759;2039,08;22,41;9100,52
31/12/2020;76;190040;3994;18326;2101,66;21,79;9643,23
31/12/2020;76;226839;6821;27927;3006,98;24,42;12311,38
31/12/2020;76;262618;6905;29824;2629,29;23,15;11356,42
31/12/2020;84;828405;33355;96780;4026,41;34,46;11682,69
31/12/2020;84;142811;2408;14096;1686,14;17,08;9870,39
31/12/2020;84;226901;6731;24702;2966,49;27,25;10886,69
31/12/2020;84;326875;7995;30578;2445,89;26,15;9354,65
31/12/2020;84;331315;6294;29840;1899,7;21,09;9006,53
31/12/2020;84;432548;17403;50213;4023,37;34,66;11608,65
31/12/2020;84;520560;14100;52465;2708,62;26,88;10078,57
31/12/2020;84;656955;21915;72859;3335,84;30,08;11090,41
31/12/2020;84;660240;14681;64979;2223,59;22,59;9841,72
31/12/2020;84;764737;28827;99275;3769,53;29,04;12981,59
31/12/2020;84;1264979;47327;152811;3741,33;30,97;12080,12
31/12/2020;84;1876051;78880;282855;4204,58;27,89;15077,15
31/12/2020;93;141756;5188;16739;3659,81;30,99;11808,32
31/12/2020;93;165197;3963;16691;2398,95;23,74;10103,69
31/12/2020;93;560997;14721;61294;2624,08;24,02;10925,91
31/12/2020;93;1073836;31155;138323;2901,28;22,52;12881,2
31/12/2020;93;1079396;39046;166940;3617,39;23,39;15466,06
31/12/2020;93;2034469;67561;314459;3320,82;21,48;15456,56
13/01/2021;94;162421;4112;21286;2531,69;19,32;13105,45
13/01/2021;94;182258;3824;19972;2098,12;19,15;10958,09
13/01/2021;1;372939;176;2564;47,19;6,86;687,51
13/01/2021;2;350373;193;2467;55,08;7,82;704,11
13/01/2021;3;294436;26;926;8,83;2,81;314,5
13/01/2021;4;868846;1005;3774;115,67;26,63;434,37
13/01/2021;5;6008;1;9;16,64;11,11;149,8
13/01/2021;6;299348;7;836;2,34;0,84;279,27
13/01/2021;7;10123;2;40;19,76;5;395,14
13/01/2021;8;34070;4;147;11,74;2,72;431,46
13/01/2021;11;1276534;498;8245;39,01;6,04;645,89
13/01/2021;11;1315404;548;9137;41,66;6;694,62
13/01/2021;11;1434351;533;10539;37,16;5,06;734,76
13/01/2021;11;1443796;632;8873;43,77;7,12;614,56
13/01/2021;11;1463709;655;9585;44,75;6,83;654,84
13/01/2021;11;1643080;719;12855;43,76;5,59;782,37
13/01/2021;11;1678367;513;11732;30,57;4,37;699,01
13/01/2021;11;2139907;835;20692;39,02;4,04;966,96
13/01/2021;24;215031;156;1650;72,55;9,45;767,33
13/01/2021;24;296904;179;2107;60,29;8,5;709,66
13/01/2021;24;325598;162;2255;49,75;7,18;692,57
13/01/2021;24;427776;258;3149;60,31;8,19;736,13
13/01/2021;24;613406;282;3232;45,97;8,73;526,89
13/01/2021;24;686200;373;4750;54,36;7,85;692,22
13/01/2021;27;137714;86;963;62,45;8,93;699,28
13/01/2021;27;199373;152;1534;76,24;9,91;769,41
13/01/2021;27;232531;184;1998;79,13;9,21;859,24
13/01/2021;27;257128;171;2233;66,5;7,66;868,44
13/01/2021;27;330074;208;2766;63,02;7,52;837,99
13/01/2021;27;534424;309;4758;57,82;6,49;890,3
13/01/2021;27;546577;353;4751;64,58;7,43;869,23
13/01/2021;27;547572;269;4147;49,13;6,49;757,34
13/01/2021;28;273214;236;2388;86,38;9,88;874,04
13/01/2021;28;491281;287;2616;58,42;10,97;532,49
13/01/2021;28;593885;388;3308;65,33;11,73;557,01
13/01/2021;28;695310;462;5021;66,45;9,2;722,12
13/01/2021;28;1253596;766;8223;61,1;9,32;655,95
13/01/2021;32;524403;295;3751;56,25;7,86;715,29
13/01/2021;32;566328;322;4282;56,86;7,52;756,1
13/01/2021;32;833013;396;5838;47,54;6,78;700,83
13/01/2021;32;1456555;854;12269;58,63;6,96;842,33
13/01/2021;32;2606873;1345;22398;51,59;6,01;859,19
13/01/2021;44;166343;128;1529;76,95;8,37;919,19
13/01/2021;44;178156;188;1548;105,53;12,14;868,9
13/01/2021;44;265285;166;1976;62,57;8,4;744,86
13/01/2021;44;311083;102;2223;32,79;4,59;714,6
13/01/2021;44;358175;281;3500;78,45;8,03;977,18
13/01/2021;44;562545;272;4765;48,35;5,71;847,04
13/01/2021;44;731006;494;6006;67,58;8,23;821,61
13/01/2021;44;768557;441;6017;57,38;7,33;782,9
13/01/2021;44;1044398;681;8495;65,21;8,02;813,39
13/01/2021;44;1156546;758;10572;65,54;7,17;914,1
13/01/2021;52;305870;163;1858;53,29;8,77;607,45
13/01/2021;52;564588;335;4076;59,34;8,22;721,94
13/01/2021;52;699296;337;3715;48,19;9,07;531,25
13/01/2021;52;825241;314;3935;38,05;7,98;476,83
13/01/2021;52;1478101;566;5705;38,29;9,92;385,97
13/01/2021;53;601354;495;4154;82,31;11,92;690,77
13/01/2021;53;770921;461;4769;59,8;9,67;618,61
13/01/2021;53;922797;771;6696;83,55;11,51;725,62
13/01/2021;53;1107860;623;6262;56,23;9,95;565,23
13/01/2021;75;659482;405;4988;61,41;8,12;756,35
13/01/2021;75;691770;571;5602;82,54;10,19;809,81
13/01/2021;75;1681330;1255;11185;74,64;11,22;665,25
13/01/2021;75;422332;350;3071;82,87;11,4;727,15
13/01/2021;75;440164;296;3227;67,25;9,17;733,14
13/01/2021;75;411087;283;2849;68,84;9,93;693,04
13/01/2021;75;374426;223;2414;59,56;9,24;644,72
13/01/2021;75;113711;92;781;80,91;11,78;686,83
13/01/2021;75;238445;176;1814;73,81;9,7;760,76
13/01/2021;75;329135;324;2819;98,44;11,49;856,49
13/01/2021;75;350298;160;2191;45,68;7,3;625,47
13/01/2021;75;369805;299;2148;80,85;13,92;580,85
13/01/2021;76;485396;396;4407;81,58;8,99;907,92
13/01/2021;76;76573;40;466;52,24;8,58;608,57
13/01/2021;76;153126;128;1186;83,59;10,79;774,53
13/01/2021;76;174522;93;929;53,29;10,01;532,31
13/01/2021;76;192279;173;1547;89,97;11,18;804,56
13/01/2021;76;231014;155;1580;67,1;9,81;683,94
13/01/2021;76;264216;165;1832;62,45;9,01;693,37
13/01/2021;76;280254;196;2015;69,94;9,73;718,99
13/01/2021;76;379844;333;3041;87,67;10,95;800,59
13/01/2021;76;393046;285;2760;72,51;10,33;702,21
13/01/2021;76;753436;482;7256;63,97;6,64;963,05
13/01/2021;76;1217787;719;11962;59,04;6,01;982,27
13/01/2021;76;1452055;991;9398;68,25;10,54;647,22
13/01/2021;84;143280;86;1122;60,02;7,66;783,08
13/01/2021;84;227224;232;2233;102,1;10,39;982,73
13/01/2021;84;330865;231;2605;69,82;8,87;787,33
13/01/2021;84;331757;276;2852;83,19;9,68;859,67
13/01/2021;84;442054;284;3118;64,25;9,11;705,34
13/01/2021;84;524506;317;4067;60,44;7,79;775,4
13/01/2021;84;665391;321;4155;48,24;7,73;624,44
13/01/2021;84;672494;410;4112;60,97;9,97;611,46
13/01/2021;84;767549;503;7033;65,53;7,15;916,29
13/01/2021;84;850125;411;4875;48,35;8,43;573,45
13/01/2021;84;1912073;1086;15901;56,8;6,83;831,61
13/01/2021;84;1285915;755;9741;58,71;7,75;757,52
13/01/2021;93;141059;80;1071;56,71;7,47;759,26
13/01/2021;93;165582;144;1696;86,97;8,49;1024,27
13/01/2021;93;562928;369;5265;65,55;7,01;935,29
13/01/2021;93;1095564;830;12063;75,76;6,88;1101,08
13/01/2021;93;1103555;726;10146;65,79;7,16;919,39
13/01/2021;93;2062499;1547;26005;75,01;5,95;1260,85
17/01/2021;94;162314;130;1700;80,09;7,65;1047,35
17/01/2021;94;187151;193;1934;103,13;9,98;1033,39
17/01/2021;1;376879;180;3655;47,76;4,92;969,81
17/01/2021;2;358749;68;3656;18,95;1,86;1019,1
17/01/2021;3;290691;98;4628;33,71;2,12;1592,07
17/01/2021;4;859959;586;17104;68,14;3,43;1988,93
17/01/2021;5;5997;0;19;0;0;316,83
17/01/2021;6;279471;2348;8460;840,16;27,75;3027,15
17/01/2021;7;9961;38;1197;381,49;3,17;12016,87
17/01/2021;8;35334;66;1223;186,79;5,4;3461,26
17/01/2021;11;1248354;2770;41698;221,89;6,64;3340,24
17/01/2021;11;1319401;2405;39646;182,28;6,07;3004,85
17/01/2021;11;1406041;3057;47390;217,42;6,45;3370,46
17/01/2021;11;1423607;3015;43418;211,79;6,94;3049,86
17/01/2021;11;1448625;2677;49031;184,8;5,46;3384,66
17/01/2021;11;1613762;3191;71193;197,74;4,48;4411,62
17/01/2021;11;1670149;3391;47981;203,04;7,07;2872,86
17/01/2021;11;2148271;4607;116652;214,45;3,95;5430,04
17/01/2021;24;682890;867;16293;126,96;5,32;2385,89
17/01/2021;24;605380;874;17253;144,37;5,07;2849,95
17/01/2021;24;217139;410;6293;188,82;6,52;2898,14
17/01/2021;24;296404;337;6446;113,7;5,23;2174,73
17/01/2021;24;327835;395;7236;120,49;5,46;2207,21
17/01/2021;24;429425;595;9946;138,56;5,98;2316,12
17/01/2021;27;233194;384;5306;164,67;7,24;2275,36
17/01/2021;27;257849;553;7813;214,47;7,08;3030,07
17/01/2021;27;332096;371;7750;111,71;4,79;2333,66
17/01/2021;27;532886;844;14798;158,38;5,7;2776,95
17/01/2021;27;539449;792;12674;146,82;6,25;2349,43
17/01/2021;27;547824;795;13391;145,12;5,94;2444,4
17/01/2021;27;199596;309;4638;154,81;6,66;2323,69
17/01/2021;27;140145;148;3286;105,6;4,5;2344,71
17/01/2021;28;276903;294;6627;106,17;4,44;2393,26
17/01/2021;28;490669;590;13124;120,24;4,5;2674,72
17/01/2021;28;600687;889;14002;148;6,35;2331
17/01/2021;28;691453;662;17320;95,74;3,82;2504,87
17/01/2021;28;1243788;1567;32434;125,99;4,83;2607,68
17/01/2021;32;526050;1199;16341;227,93;7,34;3106,36
17/01/2021;32;569769;1243;19106;218,16;6,51;3353,29
17/01/2021;32;825077;1624;23806;196,83;6,82;2885,31
17/01/2021;32;1452778;3309;47902;227,77;6,91;3297,27
17/01/2021;32;2588988;5483;87609;211,78;6,26;3383,91
17/01/2021;44;169250;239;4126;141,21;5,79;2437,81
17/01/2021;44;181641;223;4794;122,77;4,65;2639,27
17/01/2021;44;265531;277;7806;104,32;3,55;2939,77
17/01/2021;44;309907;490;9284;158,11;5,28;2995,74
17/01/2021;44;359520;414;9864;115,15;4,2;2743,66
17/01/2021;44;563823;752;17886;133,38;4,2;3172,27
17/01/2021;44;730398;1148;26735;157,17;4,29;3660,33
17/01/2021;44;763204;971;22706;127,23;4,28;2975,09
17/01/2021;44;1035866;2669;48062;257,66;5,55;4639,79
17/01/2021;44;1132607;1684;38868;148,68;4,33;3431,73
17/01/2021;52;305365;261;6731;85,47;3,88;2204,25
17/01/2021;52;560227;773;14460;137,98;5,35;2581,1
17/01/2021;52;683187;758;18786;110,95;4,03;2749,76
17/01/2021;52;815881;1165;22304;142,79;5,22;2733,73
