semaine;reg;pop;P;T;Ti;Tp;Td
30/06/2020;32;569769;12725;40574;2233,36;31,36;7121,13
30/06/2020;32;526050;13056;35866;2481,89;36,4;6817,98
30/06/2020;44;169250;4441;12359;2623,93;35,93;7302,22
30/06/2020;44;181641;5400;14441;2972,9;37,39;7950,3
30/06/2020;44;265531;7137;22816;2687,82;31,28;8592,59
30/06/2020;44;309907;7470;21363;2410,4;34,97;6893,36
30/06/2020;44;359520;10658;29552;2964,51;36,07;8219,85
30/06/2020;44;563823;12186;39821;2161,32;30,6;7062,68
30/06/2020;44;730398;20544;63435;2812,71;32,39;8684,99
30/06/2020;44;763204;21374;65035;2800,56;32,87;8521,31
30/06/2020;44;1035866;30565;92403;2950,67;33,08;8920,36
30/06/2020;44;1132607;28305;99690;2499,1;28,39;8801,82
30/06/2020;52;683187;20907;51980;3060,22;40,22;7608,46
30/06/2020;52;305365;8682;19430;2843,16;44,68;6362,88
30/06/2020;52;560227;13041;35868;2327,81;36,36;6402,4
30/06/2020;52;815881;23549;56759;2886,33;41,49;6956,77
30/06/2020;52;1437137;40885;104881;2844,89;38,98;7297,91
30/06/2020;53;596186;15191;39743;2548,03;38,22;6666,21
30/06/2020;53;755566;21122;51027;2795,52;41,39;6753,48
30/06/2020;53;906554;23864;63870;2632,39;37,36;7045,36
30/06/2020;53;1082073;29766;78737;2750,83;37,8;7276,5
30/06/2020;75;1633440;55979;138305;3427,06;40,48;8467,1
30/06/2020;75;683169;25551;56590;3740,07;45,15;8283,46
30/06/2020;75;647080;22076;51368;3411,63;42,98;7938,43
30/06/2020;75;437398;13399;34469;3063,34;38,87;7880,47
30/06/2020;75;411979;14959;33195;3631,01;45,06;8057,45
30/06/2020;75;116270;3146;7910;2705,77;39,77;6803,13
30/06/2020;75;240336;6872;17469;2859,33;39,34;7268,57
30/06/2020;75;330336;11271;27433;3411,98;41,09;8304,58
30/06/2020;75;348180;12455;26635;3577,17;46,76;7649,78
30/06/2020;75;370774;13292;31575;3584,93;42,1;8515,97
30/06/2020;75;372627;12517;30208;3359,12;41,44;8106,77
30/06/2020;75;408393;12231;27208;2994,91;44,95;6662,21
30/06/2020;76;1176145;31451;102091;2674,08;30,81;8680,14
30/06/2020;76;76286;2194;5088;2876,02;43,12;6669,64
30/06/2020;76;152398;4898;13560;3213,95;36,12;8897,75
30/06/2020;76;173166;5110;12789;2950,93;39,96;7385,4
30/06/2020;76;190040;6069;15740;3193,54;38,56;8282,47
30/06/2020;76;226839;7042;18257;3104,4;38,57;8048,44
30/06/2020;76;262618;8525;21177;3246,16;40,26;8063,8
30/06/2020;76;278360;9664;23541;3471,76;41,05;8457,03
30/06/2020;76;372705;9727;29534;2609,84;32,93;7924,23
30/06/2020;76;387898;12643;31394;3259,36;40,27;8093,36
30/06/2020;76;479000;10192;34680;2127,77;29,39;7240,08
30/06/2020;76;748468;19683;60222;2629,77;32,68;8046,04
30/06/2020;76;1400935;44808;123704;3198,44;36,22;8830,1
30/06/2020;84;142811;3830;11035;2681,87;34,71;7727
30/06/2020;84;226901;6501;16428;2865,13;39,57;7240,16
30/06/2020;84;326875;7975;21749;2439,77;36,67;6653,61
30/06/2020;84;331315;8325;24142;2512,71;34,48;7286,72
30/06/2020;84;432548;8492;22165;1963,25;38,31;5124,29
30/06/2020;84;520560;13034;34297;2503,84;38;6588,48
30/06/2020;84;656955;16044;40756;2442,18;39,37;6203,77
30/06/2020;84;660240;17787;49215;2694,02;36,14;7454,11
30/06/2020;84;764737;19142;51854;2503,08;36,92;6780,63
30/06/2020;84;828405;17436;45223;2104,77;38,56;5459,04
30/06/2020;84;1264979;29349;78900;2320,12;37,2;6237,26
30/06/2020;84;1876051;40115;135683;2138,27;29,57;7232,37
30/06/2020;93;1079396;21888;84121;2027,8;26,02;7793,34
30/06/2020;93;2034469;47940;185299;2356,39;25,87;9107,98
30/06/2020;93;1073836;24380;83139;2270,37;29,32;7742,24
30/06/2020;93;560997;14189;41766;2529,25;33,97;7444,96
30/06/2020;93;165197;3996;11854;2418,93;33,71;7175,68
30/06/2020;93;141756;2908;8060;2051,41;36,08;5685,83
13/07/2020;94;162421;3697;14127;2276,18;26,17;8697,77
13/07/2020;94;182258;3435;13462;1884,69;25,52;7386,23
13/07/2020;1;372939;92;2181;24,67;4,22;584,81
13/07/2020;2;350373;68;2066;19,41;3,29;589,66
13/07/2020;3;294436;18;792;6,11;2,27;268,99
13/07/2020;4;868846;483;2377;55,59;20,32;273,58
13/07/2020;5;6008;0;7;0;0;116,51
13/07/2020;6;299348;2;335;0,67;0,6;111,91
13/07/2020;7;10123;4;32;39,51;12,5;316,11
13/07/2020;8;34070;6;147;17,61;4,08;431,46
13/07/2020;11;1276534;386;6930;30,24;5,57;542,88
13/07/2020;11;1315404;481;7788;36,57;6,18;592,06
13/07/2020;11;1434351;493;9084;34,37;5,43;633,32
13/07/2020;11;1443796;604;8036;41,83;7,52;556,59
13/07/2020;11;1463709;514;8629;35,12;5,96;589,53
13/07/2020;11;1643080;689;11520;41,93;5,98;701,12
13/07/2020;11;1678367;430;10465;25,62;4,11;623,52
13/07/2020;11;2139907;940;17536;43,93;5,36;819,47
13/07/2020;24;215031;64;1170;29,76;5,47;544,11
13/07/2020;24;296904;95;1748;32;5,43;588,74
13/07/2020;24;325598;96;1985;29,48;4,84;609,65
13/07/2020;24;427776;161;2868;37,64;5,61;670,44
13/07/2020;24;613406;185;2490;30,16;7,43;405,93
13/07/2020;24;686200;176;3780;25,65;4,66;550,86
13/07/2020;27;137714;36;886;26,14;4,06;643,36
13/07/2020;27;199373;79;1210;39,62;6,53;606,9
13/07/2020;27;232531;55;1342;23,65;4,1;577,13
13/07/2020;27;257128;65;1803;25,28;3,61;701,21
13/07/2020;27;330074;113;2287;34,23;4,94;692,87
13/07/2020;27;534424;208;4049;38,92;5,14;757,64
13/07/2020;27;546577;157;3829;28,72;4,1;700,54
13/07/2020;27;547572;140;3670;25,57;3,81;670,23
13/07/2020;28;273214;160;2049;58,56;7,81;749,96
13/07/2020;28;491281;212;2463;43,15;8,61;501,34
13/07/2020;28;593885;235;2778;39,57;8,46;467,77
13/07/2020;28;695310;324;4351;46,6;7,45;625,76
13/07/2020;28;1253596;501;6966;39,97;7,19;555,68
13/07/2020;32;2606873;884;17854;33,91;4,95;684,88
13/07/2020;32;524403;181;3108;34,52;5,82;592,67
13/07/2020;32;566328;232;3619;40,97;6,41;639,03
13/07/2020;32;833013;280;4992;33,61;5,61;599,27
13/07/2020;32;1456555;483;9310;33,16;5,19;639,18
13/07/2020;44;166343;55;1147;33,06;4,8;689,54
13/07/2020;44;178156;63;1067;35,36;5,9;598,91
13/07/2020;44;265285;89;1668;33,55;5,34;628,76
13/07/2020;44;311083;85;1945;27,32;4,37;625,24
13/07/2020;44;358175;110;2671;30,71;4,12;745,72
13/07/2020;44;562545;196;4074;34,84;4,81;724,21
13/07/2020;44;731006;271;4499;37,07;6,02;615,45
13/07/2020;44;768557;332;5623;43,2;5,9;731,63
13/07/2020;44;1044398;381;6237;36,48;6,11;597,19
13/07/2020;44;1156546;418;9451;36,14;4,42;817,17
13/07/2020;52;1478101;451;4379;30,51;10,3;296,26
13/07/2020;52;825241;176;3270;21,33;5,38;396,25
13/07/2020;52;305870;73;1567;23,87;4,66;512,31
13/07/2020;52;564588;180;3324;31,88;5,42;588,75
13/07/2020;52;699296;171;2982;24,45;5,73;426,43
13/07/2020;53;922797;488;5543;52,88;8,8;600,67
13/07/2020;53;1107860;363;5163;32,77;7,03;466,03
13/07/2020;53;601354;313;3057;52,05;10,24;508,35
13/07/2020;53;770921;218;4057;28,28;5,37;526,25
13/07/2020;75;691770;243;4804;35,13;5,06;694,45
13/07/2020;75;113711;18;621;15,83;2,9;546,12
13/07/2020;75;238445;69;1380;28,94;5;578,75
13/07/2020;75;329135;125;2408;37,98;5,19;731,61
13/07/2020;75;350298;69;1889;19,7;3,65;539,26
13/07/2020;75;369805;142;1585;38,4;8,96;428,6
13/07/2020;75;374426;99;1949;26,44;5,08;520,53
13/07/2020;75;411087;84;2496;20,43;3,37;607,17
13/07/2020;75;422332;213;2788;50,43;7,64;660,14
13/07/2020;75;440164;144;2646;32,72;5,44;601,14
13/07/2020;75;659482;225;4257;34,12;5,29;645,51
13/07/2020;75;1681330;673;9446;40,03;7,12;561,82
13/07/2020;76;1452055;408;7800;28,1;5,23;537,17
13/07/2020;76;76573;13;442;16,98;2,94;577,23
13/07/2020;76;153126;48;956;31,35;5,02;624,32
13/07/2020;76;174522;27;742;15,47;3,64;425,16
13/07/2020;76;192279;55;1167;28,6;4,71;606,93
13/07/2020;76;231014;86;1402;37,23;6,13;606,89
13/07/2020;76;264216;81;1687;30,66;4,8;638,49
13/07/2020;76;280254;74;1729;26,4;4,28;616,94
13/07/2020;76;379844;107;2341;28,17;4,57;616,31
13/07/2020;76;393046;101;2297;25,7;4,4;584,41
13/07/2020;76;485396;124;3661;25,55;3,39;754,23
13/07/2020;76;753436;237;6228;31,46;3,81;826,61
13/07/2020;76;1217787;457;10769;37,53;4,24;884,31
13/07/2020;84;331757;86;2317;25,92;3,71;698,4
13/07/2020;84;442054;163;2810;36,87;5,8;635,67
13/07/2020;84;524506;149;3427;28,41;4,35;653,38
13/07/2020;84;665391;217;3837;32,61;5,66;576,65
13/07/2020;84;672494;165;3164;24,54;5,21;470,49
13/07/2020;84;767549;160;6203;20,85;2,58;808,16
13/07/2020;84;850125;227;4735;26,7;4,79;556,98
13/07/2020;84;1285915;481;8200;37,41;5,87;637,68
13/07/2020;84;1912073;704;14880;36,82;4,73;778,21
13/07/2020;84;330865;70;2348;21,16;2,98;709,65
13/07/2020;84;227224;51;1827;22,44;2,79;804,05
13/07/2020;84;143280;31;1104;21,64;2,81;770,52
13/07/2020;93;1095564;467;10958;42,63;4,26;1000,22
13/07/2020;93;141059;64;991;45,37;6,46;702,54
13/07/2020;93;165582;64;1428;38,65;4,48;862,41
13/07/2020;93;562928;144;4643;25,58;3,1;824,79
13/07/2020;93;1103555;441;8215;39,96;5,37;744,41
13/07/2020;93;2062499;1174;24698;56,92;4,75;1197,48
20/07/2020;94;162314;82;1608;50,52;5,1;990,67
20/07/2020;94;187151;110;1587;58,78;6,93;847,98
20/07/2020;1;376879;368;4834;97,64;7,61;1282,64
20/07/2020;2;358749;104;3816;28,99;2,73;1063,7
20/07/2020;3;290691;65;3208;22,36;2,03;1103,58
20/07/2020;4;859959;980;23211;113,96;4,22;2699,08
20/07/2020;5;5997;0;14;0;0;233,45
20/07/2020;6;279471;595;4697;212,9;12,67;1680,68
20/07/2020;7;9961;55;975;552,15;5,64;9788,17
20/07/2020;8;35334;24;697;67,92;3,44;1972,6
20/07/2020;11;1613762;4092;61066;253,57;6,7;3784,08
20/07/2020;11;1670149;6292;53385;376,73;11,79;3196,42
20/07/2020;11;2148271;6049;108249;281,58;5,59;5038,89
20/07/2020;11;1448625;3311;43618;228,56;7,59;3010,99
20/07/2020;11;1423607;4418;45015;310,34;9,81;3162,04
20/07/2020;11;1406041;4911;48360;349,28;10,16;3439,44
20/07/2020;11;1319401;3610;39332;273,61;9,18;2981,05
20/07/2020;11;1248354;3983;38042;319,06;10,47;3047,37
20/07/2020;24;217139;195;4232;89,8;4,61;1948,98
20/07/2020;24;296404;403;6093;135,96;6,61;2055,64
20/07/2020;24;327835;512;7676;156,18;6,67;2341,42
20/07/2020;24;429425;777;10432;180,94;7,45;2429,29
20/07/2020;24;605380;1087;16277;179,56;6,68;2688,72
20/07/2020;24;682890;786;14245;115,1;5,52;2085,99
20/07/2020;27;140145;103;2635;73,5;3,91;1880,2
20/07/2020;27;199596;311;5268;155,81;5,9;2639,33
20/07/2020;27;233194;329;5715;141,08;5,76;2450,75
20/07/2020;27;257849;308;6296;119,45;4,89;2441,74
20/07/2020;27;332096;557;9292;167,72;5,99;2797,99
20/07/2020;27;532886;517;12974;97,02;3,98;2434,67
20/07/2020;27;539449;1046;15631;193,9;6,69;2897,59
20/07/2020;27;547824;521;11740;95,1;4,44;2143,02
20/07/2020;28;276903;437;6614;157,82;6,61;2388,56
20/07/2020;28;490669;476;9772;97,01;4,87;1991,57
20/07/2020;28;600687;1315;14427;218,92;9,11;2401,75
20/07/2020;28;691453;947;17488;136,96;5,42;2529,17
20/07/2020;28;1243788;2351;31597;189,02;7,44;2540,38
20/07/2020;32;526050;1124;12478;213,67;9,01;2372,02
20/07/2020;32;569769;1438;17172;252,38;8,37;3013,85
20/07/2020;32;825077;2189;23039;265,31;9,5;2792,35
20/07/2020;32;1452778;5094;53865;350,64;9,46;3707,72
20/07/2020;32;2588988;7350;88998;283,89;8,26;3437,56
20/07/2020;44;181641;266;4287;146,44;6,2;2360,15
20/07/2020;44;169250;219;3945;129,39;5,55;2330,87
20/07/2020;44;265531;358;6256;134,82;5,72;2356,03
20/07/2020;44;309907;826;9160;266,53;9,02;2955,73
20/07/2020;44;359520;406;7853;112,93;5,17;2184,3
20/07/2020;44;563823;862;13048;152,88;6,61;2314,2
20/07/2020;44;730398;1373;24039;187,98;5,71;3291,22
20/07/2020;44;763204;799;18202;104,69;4,39;2384,95
20/07/2020;44;1035866;2403;48671;231,98;4,94;4698,58
20/07/2020;44;1132607;1879;36297;165,9;5,18;3204,73
20/07/2020;52;305365;335;5615;109,7;5,97;1838,78
20/07/2020;52;560227;824;13312;147,08;6,19;2376,18
20/07/2020;52;683187;812;17018;118,85;4,77;2490,97
20/07/2020;52;815881;1475;20355;180,79;7,25;2494,85
20/07/2020;52;1437137;1759;33341;122,4;5,28;2319,96
20/07/2020;53;755566;723;15488;95,69;4,67;2049,85
20/07/2020;53;596186;665;13271;111,54;5,01;2225,98
20/07/2020;53;906554;457;17678;50,41;2,59;1950,02
20/07/2020;53;1082073;1642;25677;151,75;6,39;2372,95
20/07/2020;75;1633440;1631;41258;99,85;3,95;2525,83
20/07/2020;75;116270;66;3207;56,76;2,06;2758,24
20/07/2020;75;240336;349;7495;145,21;4,66;3118,55
20/07/2020;75;330336;313;7596;94,75;4,12;2299,48
20/07/2020;75;348180;368;9201;105,69;4;2642,6
20/07/2020;75;370774;353;9051;95,21;3,9;2441,11
20/07/2020;75;372627;578;11007;155,11;5,25;2953,89
20/07/2020;75;408393;332;10676;81,29;3,11;2614,15
20/07/2020;75;411979;261;9554;63,35;2,73;2319,05
20/07/2020;75;437398;742;14333;169,64;5,18;3276,88
20/07/2020;75;647080;475;15076;73,41;3,15;2329,85
20/07/2020;75;683169;263;16052;38,5;1,64;2349,64
20/07/2020;76;190040;132;4074;69,46;3,24;2143,76
20/07/2020;76;226839;174;4828;76,71;3,6;2128,38
20/07/2020;76;262618;292;6566;111,19;4,45;2500,21
20/07/2020;76;278360;251;7160;90,17;3,51;2572,21
20/07/2020;76;372705;340;11415;91,22;2,98;3062,74
20/07/2020;76;387898;580;9885;149,52;5,87;2548,35
20/07/2020;76;479000;308;12743;64,3;2,42;2660,33
20/07/2020;76;748468;1491;21708;199,21;6,87;2900,32
20/07/2020;76;1176145;1689;34670;143,6;4,87;2947,77
20/07/2020;76;1400935;2111;43312;150,69;4,87;3091,65
20/07/2020;76;173166;102;3412;58,9;2,99;1970,36
20/07/2020;76;152398;145;4502;95,15;3,22;2954,11
20/07/2020;76;76286;120;2044;157,3;5,87;2679,39
20/07/2020;84;142811;105;3958;73,52;2,65;2771,5
20/07/2020;84;226901;164;4120;72,28;3,98;1815,77
20/07/2020;84;326875;390;7365;119,31;5,3;2253,15
20/07/2020;84;331315;324;6606;97,79;4,9;1993,87
20/07/2020;84;432548;647;11197;149,58;5,78;2588,61
20/07/2020;84;520560;828;14384;159,06;5,76;2763,18
20/07/2020;84;656955;1039;16499;158,15;6,3;2511,44
20/07/2020;84;660240;935;18700;141,62;5;2832,3
20/07/2020;84;764737;1145;20376;149,72;5,62;2664,45
20/07/2020;84;828405;1420;21867;171,41;6,49;2639,65
20/07/2020;84;1264979;2136;29765;168,86;7,18;2353
20/07/2020;84;1876051;4012;61446;213,85;6,53;3275,28
20/07/2020;93;141756;274;4094;193,29;6,69;2888,06
20/07/2020;93;165197;331;5004;200,37;6,61;3029,11
20/07/2020;93;560997;1073;14015;191,27;7,66;2498,23
20/07/2020;93;1073836;2814;37857;262,05;7,43;3525,4
20/07/2020;93;1079396;4383;49621;406,06;8,83;4597,11
20/07/2020;93;2034469;4909;83405;241,29;5,89;4099,6
25/07/2020;94;162421;147;6567;90,51;2,24;4043,2
25/07/2020;94;182258;336;8316;184,35;4,04;4562,76
25/07/2020;1;376879;2122;16901;563,05;12,56;4484,46
25/07/2020;2;358749;7503;31137;2091,43;24,1;8679,33
25/07/2020;3;290691;160;5252;55,04;3,05;1806,73
25/07/2020;4;859959;8261;26166;960,63;31,57;3042,7
25/07/2020;5;5997;0;81;0;0;1350,68
25/07/2020;6;279471;55;3406;19,68;1,61;1218,73
25/07/2020;7;9961;37;1131;371,45;3,27;11354,28
25/07/2020;8;35334;37;1614;104,72;2,29;4567,84
25/07/2020;11;1613762;5739;45383;355,63;12,65;2812,25
25/07/2020;11;1248354;3018;26236;241,76;11,5;2101,65
25/07/2020;11;1319401;3467;24914;262,77;13,92;1888,28
25/07/2020;11;1406041;4009;34598;285,13;11,59;2460,67
25/07/2020;11;1423607;3466;25446;243,47;13,62;1787,43
25/07/2020;11;1448625;4808;29637;331,9;16,22;2045,87
25/07/2020;11;1670149;3536;39316;211,72;8,99;2354,04
25/07/2020;11;2148271;9651;87750;449,25;11;4084,68
25/07/2020;24;217139;1642;4946;756,2;33,2;2277,8
25/07/2020;24;296404;1620;6320;546,55;25,63;2132,22
25/07/2020;24;327835;1730;6844;527,7;25,28;2087,64
25/07/2020;24;429425;1672;8029;389,36;20,82;1869,71
25/07/2020;24;605380;3690;15400;609,53;23,96;2543,86
25/07/2020;24;682890;2921;13180;427,74;22,16;1930,03
25/07/2020;27;547824;2070;9634;377,86;21,49;1758,59
25/07/2020;27;539449;2314;10569;428,96;21,89;1959,22
25/07/2020;27;532886;2389;10869;448,31;21,98;2039,65
25/07/2020;27;140145;624;3008;445,25;20,74;2146,35
25/07/2020;27;199596;952;3688;476,96;25,81;1847,73
25/07/2020;27;233194;1069;4909;458,42;21,78;2105,11
25/07/2020;27;257849;1200;5102;465,39;23,52;1978,68
25/07/2020;27;332096;1316;6205;396,27;21,21;1868,44
25/07/2020;28;490669;4277;12172;871,67;35,14;2480,69
25/07/2020;28;600687;2638;12187;439,16;21,65;2028,84
25/07/2020;28;691453;5153;19727;745,24;26,12;2852,98
25/07/2020;28;1243788;6495;36871;522,2;17,62;2964,41
25/07/2020;28;276903;1753;6620;633,07;26,48;2390,73
25/07/2020;32;526050;2452;10812;466,12;22,68;2055,32
25/07/2020;32;569769;3411;15382;598,66;22,18;2699,69
25/07/2020;32;825077;3024;17808;366,51;16,98;2158,34
25/07/2020;32;1452778;10029;40941;690,33;24,5;2818,12
25/07/2020;32;2588988;15581;76506;601,82;20,37;2955,05
25/07/2020;44;169250;1032;3914;609,75;26,37;2312,56
25/07/2020;44;181641;1457;4934;802,13;29,53;2716,35
25/07/2020;44;265531;2434;10519;916,65;23,14;3961,5
25/07/2020;44;309907;1546;7239;498,86;21,36;2335,86
25/07/2020;44;359520;2325;9747;646,7;23,85;2711,11
25/07/2020;44;563823;3294;16394;584,23;20,09;2907,65
25/07/2020;44;730398;6938;26592;949,89;26,09;3640,75
25/07/2020;44;763204;4793;21003;628,01;22,82;2751,95
25/07/2020;44;1035866;10203;38610;984,97;26,43;3727,32
25/07/2020;44;1132607;8031;35658;709,07;22,52;3148,31
25/07/2020;52;305365;1882;6258;616,31;30,07;2049,35
25/07/2020;52;560227;2906;12501;518,72;23,25;2231,42
25/07/2020;52;683187;3921;14150;573,93;27,71;2071,18
25/07/2020;52;815881;4187;16729;513,19;25,03;2050,42
25/07/2020;52;1437137;7058;30434;491,12;23,19;2117,68
25/07/2020;53;596186;5145;15893;862,99;32,37;2665,78
25/07/2020;53;755566;4812;16208;636,87;29,69;2145,15
25/07/2020;53;906554;8619;25449;950,74;33,87;2807,22
25/07/2020;53;1082073;7754;26715;716,59;29,02;2468,87
25/07/2020;75;116270;760;2614;653,65;29,07;2248,22
25/07/2020;75;240336;1714;5636;713,17;30,41;2345,05
25/07/2020;75;330336;2700;8656;817,35;31,19;2620,36
25/07/2020;75;348180;2264;6905;650,24;32,79;1983,17
25/07/2020;75;370774;2514;8188;678,04;30,7;2208,35
25/07/2020;75;372627;2288;7549;614,02;30,31;2025,89
25/07/2020;75;408393;2369;8308;580,08;28,51;2034,31
25/07/2020;75;411979;3514;10130;852,96;34,69;2458,86
25/07/2020;75;437398;2707;9433;618,89;28,7;2156,62
25/07/2020;75;647080;4082;14217;630,83;28,71;2197,1
25/07/2020;75;683169;5122;16616;749,74;30,83;2432,19
25/07/2020;75;1633440;10743;39968;657,69;26,88;2446,86
25/07/2020;76;190040;1468;4627;772,47;31,73;2434,75
25/07/2020;76;76286;327;1376;428,65;23,76;1803,74
25/07/2020;76;152398;996;3800;653,55;26,21;2493,47
25/07/2020;76;173166;1186;3654;684,89;32,46;2110,11
25/07/2020;76;226839;1784;5885;786,46;30,31;2594,35
25/07/2020;76;262618;1676;5988;638,19;27,99;2280,12
25/07/2020;76;278360;1949;6231;700,17;31,28;2238,47
25/07/2020;76;372705;2030;9883;544,67;20,54;2651,7
25/07/2020;76;387898;2077;7537;535,45;27,56;1943,04
25/07/2020;76;479000;2515;11783;525,05;21,34;2459,92
25/07/2020;76;748468;3559;17869;475,5;19,92;2387,41
25/07/2020;76;1176145;6164;31922;524,09;19,31;2714,12
25/07/2020;76;1400935;7547;34675;538,71;21,76;2475,13
25/07/2020;84;764737;2271;14703;296,96;15,45;1922,62
25/07/2020;84;828405;2805;14859;338,6;18,88;1793,69
25/07/2020;84;1264979;4604;23247;363,96;19,8;1837,74
25/07/2020;84;1876051;6287;45539;335,12;13,81;2427,39
25/07/2020;84;656955;2288;12195;348,27;18,76;1856,29
25/07/2020;84;660240;2961;13847;448,47;21,38;2097,27
25/07/2020;84;520560;2175;10182;417,82;21,36;1955,97
25/07/2020;84;432548;1480;8237;342,16;17,97;1904,3
25/07/2020;84;142811;1052;3785;736,64;27,79;2650,36
25/07/2020;84;226901;887;4301;390,92;20,62;1895,54
25/07/2020;84;326875;1508;6719;461,34;22,44;2055,53
25/07/2020;84;331315;1693;8543;510,99;19,82;2578,51
25/07/2020;93;141756;656;3057;462,77;21,46;2156,52
25/07/2020;93;165197;1185;5044;717,33;23,49;3053,32
25/07/2020;93;560997;3079;14538;548,84;21,18;2591,46
25/07/2020;93;1073836;6145;33051;572,25;18,59;3077,84
25/07/2020;93;1079396;6252;35072;579,21;17,83;3249,22
25/07/2020;93;2034469;12114;73914;595,44;16,39;3633,09
30/07/2020;94;162421;756;5505;465,46;13,73;3389,34
30/07/2020;94;182258;910;5380;499,29;16,91;2951,86
30/07/2020;1;372939;53;1355;14,21;3,91;363,33
30/07/2020;2;350373;141;1926;40,24;7,32;549,7
30/07/2020;3;294436;17;610;5,77;2,79;207,18
30/07/2020;4;868846;254;1480;29,23;17,16;170,34
30/07/2020;5;6008;0;3;0;0;49,93
30/07/2020;6;299348;1;437;0,33;0,23;145,98
30/07/2020;7;10123;8;51;79,03;15,69;503,8
30/07/2020;8;34070;2;117;5,87;1,71;343,41
30/07/2020;11;2139907;1460;13420;68,23;10,88;627,13
30/07/2020;11;1678367;746;8969;44,45;8,32;534,39
30/07/2020;11;1276534;595;5065;46,61;11,75;396,78
30/07/2020;11;1315404;660;6334;50,17;10,42;481,53
30/07/2020;11;1434351;754;7573;52,57;9,96;527,97
30/07/2020;11;1443796;656;6429;45,44;10,2;445,28
30/07/2020;11;1463709;688;6762;47;10,17;461,98
30/07/2020;11;1643080;858;8608;52,22;9,97;523,89
30/07/2020;24;215031;68;990;31,62;6,87;460,4
30/07/2020;24;325598;81;1470;24,88;5,51;451,48
30/07/2020;24;427776;156;2421;36,47;6,44;565,95
30/07/2020;24;613406;181;1848;29,51;9,79;301,27
30/07/2020;24;686200;197;2552;28,71;7,72;371,9
30/07/2020;24;296904;80;1447;26,94;5,53;487,36
30/07/2020;27;137714;25;779;18,15;3,21;565,67
30/07/2020;27;199373;37;765;18,56;4,84;383,7
30/07/2020;27;232531;54;942;23,22;5,73;405,11
30/07/2020;27;257128;52;1285;20,22;4,05;499,75
30/07/2020;27;330074;160;1774;48,47;9,02;537,46
30/07/2020;27;534424;186;3263;34,8;5,7;610,56
30/07/2020;27;546577;142;3378;25,98;4,2;618,03
30/07/2020;27;547572;181;2522;33,06;7,18;460,58
30/07/2020;28;273214;76;1452;27,82;5,23;531,45
30/07/2020;28;491281;114;2068;23,2;5,51;420,94
30/07/2020;28;593885;172;2223;28,96;7,74;374,31
30/07/2020;28;695310;214;3568;30,78;6;513,15
30/07/2020;28;1253596;481;5658;38,37;8,5;451,34
30/07/2020;32;524403;151;2645;28,79;5,71;504,38
30/07/2020;32;566328;214;3065;37,79;6,98;541,21
30/07/2020;32;833013;451;4542;54,14;9,93;545,25
30/07/2020;32;1456555;456;8376;31,31;5,44;575,06
30/07/2020;32;2606873;1239;15440;47,53;8,02;592,28
30/07/2020;44;1044398;515;4918;49,31;10,47;470,89
30/07/2020;44;1156546;948;8757;81,97;10,83;757,17
30/07/2020;44;768557;539;5156;70,13;10,45;670,87
30/07/2020;44;731006;231;2671;31,6;8,65;365,39
30/07/2020;44;562545;166;2964;29,51;5,6;526,89
30/07/2020;44;358175;151;2209;42,16;6,84;616,74
30/07/2020;44;166343;32;710;19,24;4,51;426,83
30/07/2020;44;178156;36;635;20,21;5,67;356,43
30/07/2020;44;265285;88;1220;33,17;7,21;459,88
30/07/2020;44;311083;71;1648;22,82;4,31;529,76
