dep;semaine;pop;P;T;Ti;Tp;Td;cl_age90
01;2022-S13;656955,00;7912,00;22549,00;1204,34;35,09;3432,35;0
01;2022-S14;656955,00;9155,00;23849,00;1393,55;38,39;3630,23;0
01;2022-S15;656955,00;8815,00;23844,00;1341,80;36,97;3629,47;0
01;2022-S16;656955,00;5212,00;15129,00;793,36;34,45;2302,90;0
02;2022-S13;526050,00;7826,00;21975,00;1487,69;35,61;4177,36;0
02;2022-S14;526050,00;7490,00;20546,00;1423,82;36,45;3905,71;0
02;2022-S15;526050,00;6143,00;16060,00;1167,76;38,25;3052,94;0
02;2022-S16;526050,00;4046,00;11390,00;769,13;35,52;2165,19;0
03;2022-S13;331315,00;5461,00;14635,00;1648,28;37,31;4417,25;0
03;2022-S14;331315,00;5639,00;13284,00;1702,01;42,45;4009,48;0
03;2022-S15;331315,00;4938,00;12136,00;1490,42;40,69;3662,98;0
03;2022-S16;331315,00;2995,00;7660,00;903,97;39,10;2312,00;0
04;2022-S13;165197,00;2428,00;7179,00;1469,76;33,82;4345,72;0
04;2022-S14;165197,00;2369,00;7129,00;1434,05;33,23;4315,45;0
04;2022-S15;165197,00;2187,00;6255,00;1323,87;34,96;3786,39;0
04;2022-S16;165197,00;1532,00;4596,00;927,38;33,33;2782,13;0
05;2022-S13;141756,00;1705,00;4965,00;1202,77;34,34;3502,50;0
05;2022-S14;141756,00;1617,00;4983,00;1140,69;32,45;3515,20;0
05;2022-S15;141756,00;1475,00;4188,00;1040,52;35,22;2954,37;0
05;2022-S16;141756,00;888,00;2878,00;626,43;30,85;2030,25;0
06;2022-S13;1079396,00;13958,00;50862,00;1293,13;27,44;4712,08;0
06;2022-S14;1079396,00;13653,00;50504,00;1264,87;27,03;4678,91;0
06;2022-S15;1079396,00;11450,00;42695,00;1060,78;26,82;3955,45;0
06;2022-S16;1079396,00;7559,00;29954,00;700,30;25,24;2775,07;0
07;2022-S13;326875,00;4085,00;11807,00;1249,71;34,60;3612,08;0
07;2022-S14;326875,00;4604,00;11907,00;1408,49;38,67;3642,68;0
07;2022-S15;326875,00;4724,00;12327,00;1445,20;38,32;3771,17;0
07;2022-S16;326875,00;2779,00;8351,00;850,17;33,28;2554,80;0
08;2022-S13;265531,00;4537,00;14986,00;1708,65;30,27;5643,79;0
08;2022-S14;265531,00;4501,00;14660,00;1695,09;30,70;5521,01;0
08;2022-S15;265531,00;3747,00;9962,00;1411,13;37,61;3751,73;0
08;2022-S16;265531,00;2088,00;6373,00;786,35;32,76;2400,10;0
09;2022-S13;152398,00;1888,00;6257,00;1238,86;30,17;4105,70;0
09;2022-S14;152398,00;1986,00;6009,00;1303,17;33,05;3942,96;0
09;2022-S15;152398,00;1939,00;5809,00;1272,33;33,38;3811,73;0
09;2022-S16;152398,00;1226,00;4125,00;804,47;29,72;2706,73;0
10;2022-S13;309907,00;4057,00;12437,00;1309,10;32,62;4013,14;0
10;2022-S14;309907,00;3783,00;11535,00;1220,69;32,80;3722,08;0
10;2022-S15;309907,00;3192,00;9832,00;1029,99;32,47;3172,56;0
10;2022-S16;309907,00;1953,00;6977,00;630,19;27,99;2251,32;0
11;2022-S13;372705,00;4936,00;16129,00;1324,37;30,60;4327,55;0
11;2022-S14;372705,00;4714,00;14805,00;1264,81;31,84;3972,31;0
11;2022-S15;372705,00;4852,00;14514,00;1301,83;33,43;3894,23;0
11;2022-S16;372705,00;3573,00;12480,00;958,67;28,63;3348,49;0
12;2022-S13;278360,00;4234,00;10614,00;1521,05;39,89;3813,05;0
12;2022-S14;278360,00;3907,00;9822,00;1403,58;39,78;3528,52;0
12;2022-S15;278360,00;3532,00;8912,00;1268,86;39,63;3201,61;0
12;2022-S16;278360,00;2305,00;6639,00;828,06;34,72;2385,04;0
13;2022-S13;2034469,00;27954,00;110824,00;1374,02;25,22;5447,32;0
13;2022-S14;2034469,00;27913,00;111467,00;1372,00;25,04;5478,92;0
13;2022-S15;2034469,00;24292,00;95245,00;1194,02;25,50;4681,57;0
13;2022-S16;2034469,00;16008,00;66347,00;786,84;24,13;3261,15;0
14;2022-S13;691453,00;13349,00;36069,00;1930,57;37,01;5216,41;0
14;2022-S14;691453,00;12791,00;34396,00;1849,87;37,19;4974,45;0
14;2022-S15;691453,00;9734,00;25502,00;1407,76;38,17;3688,18;0
14;2022-S16;691453,00;6114,00;17065,00;884,22;35,83;2467,99;0
15;2022-S13;142811,00;2163,00;5783,00;1514,59;37,40;4049,41;0
15;2022-S14;142811,00;2487,00;5928,00;1741,46;41,95;4150,94;0
15;2022-S15;142811,00;2200,00;5472,00;1540,50;40,20;3831,64;0
15;2022-S16;142811,00;1348,00;3676,00;943,90;36,67;2574,03;0
16;2022-S13;348180,00;3788,00;9331,00;1087,94;40,60;2679,94;0
16;2022-S14;348180,00;3659,00;8883,00;1050,89;41,19;2551,27;0
16;2022-S15;348180,00;3541,00;8576,00;1017,00;41,29;2463,09;0
16;2022-S16;348180,00;2060,00;5668,00;591,65;36,34;1627,89;0
17;2022-S13;647080,00;7466,00;20530,00;1153,80;36,37;3172,71;0
17;2022-S14;647080,00;7594,00;20229,00;1173,58;37,54;3126,20;0
17;2022-S15;647080,00;6685,00;18858,00;1033,10;35,45;2914,32;0
17;2022-S16;647080,00;4204,00;13594,00;649,69;30,93;2100,82;0
18;2022-S13;296404,00;4203,00;10863,00;1418,00;38,69;3664,93;0
18;2022-S14;296404,00;4141,00;10326,00;1397,08;40,10;3483,76;0
18;2022-S15;296404,00;3668,00;8769,00;1237,50;41,83;2958,46;0
18;2022-S16;296404,00;2294,00;5967,00;773,94;38,44;2013,13;0
19;2022-S13;240336,00;3241,00;8292,00;1348,53;39,09;3450,17;0
19;2022-S14;240336,00;3590,00;8522,00;1493,74;42,13;3545,87;0
19;2022-S15;240336,00;3195,00;8056,00;1329,39;39,66;3351,97;0
19;2022-S16;240336,00;1828,00;4937,00;760,60;37,03;2054,21;0
21;2022-S13;532886,00;8282,00;22813,00;1554,18;36,30;4281,03;0
21;2022-S14;532886,00;8687,00;22505,00;1630,18;38,60;4223,23;0
21;2022-S15;532886,00;7926,00;21629,00;1487,37;36,65;4058,84;0
21;2022-S16;532886,00;4830,00;13635,00;906,39;35,42;2558,71;0
22;2022-S13;596186,00;11570,00;26033,00;1940,67;44,44;4366,59;0
22;2022-S14;596186,00;10368,00;24266,00;1739,05;42,73;4070,21;0
22;2022-S15;596186,00;7664,00;17828,00;1285,50;42,99;2990,34;0
22;2022-S16;596186,00;5141,00;12560,00;862,31;40,93;2106,73;0
23;2022-S13;116270,00;1275,00;3454,00;1096,59;36,91;2970,67;0
23;2022-S14;116270,00;1247,00;3478,00;1072,50;35,85;2991,31;0
23;2022-S15;116270,00;1138,00;3145,00;978,76;36,18;2704,91;0
23;2022-S16;116270,00;866,00;2371,00;744,82;36,52;2039,22;0
24;2022-S13;408393,00;4364,00;11846,00;1068,58;36,84;2900,64;0
24;2022-S14;408393,00;4699,00;11732,00;1150,61;40,05;2872,72;0
24;2022-S15;408393,00;4707,00;12171,00;1152,57;38,67;2980,22;0
24;2022-S16;408393,00;3051,00;8287,00;747,07;36,82;2029,17;0
25;2022-S13;539449,00;6890,00;20617,00;1277,23;33,42;3821,86;0
25;2022-S14;539449,00;6842,00;19146,00;1268,33;35,74;3549,18;0
25;2022-S15;539449,00;6542,00;18838,00;1212,72;34,73;3492,08;0
25;2022-S16;539449,00;3893,00;12056,00;721,66;32,29;2234,87;0
26;2022-S13;520560,00;6316,00;18207,00;1213,31;34,69;3497,58;0
26;2022-S14;520560,00;7704,00;18990,00;1479,94;40,57;3647,99;0
26;2022-S15;520560,00;7726,00;19876,00;1484,17;38,87;3818,20;0
26;2022-S16;520560,00;4531,00;12271,00;870,41;36,92;2357,27;0
27;2022-S13;600687,00;8949,00;23942,00;1489,79;37,38;3985,77;0
27;2022-S14;600687,00;8852,00;23193,00;1473,65;38,17;3861,08;0
27;2022-S15;600687,00;7042,00;16921,00;1172,32;41,62;2816,94;0
27;2022-S16;600687,00;4377,00;11439,00;728,67;38,26;1904,32;0
28;2022-S13;429425,00;6784,00;16586,00;1579,79;40,90;3862,37;0
28;2022-S14;429425,00;7164,00;16932,00;1668,28;42,31;3942,95;0
28;2022-S15;429425,00;5698,00;13387,00;1326,89;42,56;3117,42;0
28;2022-S16;429425,00;3321,00;8811,00;773,36;37,69;2051,81;0
29;2022-S13;906554,00;16654,00;38374,00;1837,07;43,40;4232,95;0
29;2022-S14;906554,00;15235,00;34895,00;1680,54;43,66;3849,19;0
29;2022-S15;906554,00;12497,00;28163,00;1378,52;44,37;3106,60;0
29;2022-S16;906554,00;7907,00;19141,00;872,20;41,31;2111,40;0
2A;2022-S13;162421,00;3350,00;11184,00;2062,54;29,95;6885,81;0
2A;2022-S14;162421,00;3155,00;10090,00;1942,48;31,27;6212,25;0
2A;2022-S15;162421,00;2686,00;8783,00;1653,73;30,58;5407,55;0
2A;2022-S16;162421,00;1919,00;6765,00;1181,50;28,37;4165,10;0
2B;2022-S13;182258,00;3514,00;11009,00;1928,04;31,92;6040,34;0
2B;2022-S14;182258,00;3114,00;9895,00;1708,57;31,47;5429,12;0
2B;2022-S15;182258,00;2737,00;8680,00;1501,72;31,53;4762,48;0
2B;2022-S16;182258,00;2034,00;6658,00;1116,00;30,55;3653,06;0
30;2022-S13;748468,00;12537,00;37147,00;1675,02;33,75;4963,07;0
30;2022-S14;748468,00;11335,00;34101,00;1514,43;33,24;4556,11;0
30;2022-S15;748468,00;9708,00;29780,00;1297,05;32,60;3978,79;0
30;2022-S16;748468,00;6184,00;22944,00;826,22;26,95;3065,46;0
31;2022-S13;1400935,00;17341,00;57192,00;1237,82;30,32;4082,42;0
31;2022-S14;1400935,00;19006,00;59000,00;1356,67;32,21;4211,47;0
31;2022-S15;1400935,00;18284,00;57388,00;1305,13;31,86;4096,41;0
31;2022-S16;1400935,00;12029,00;44428,00;858,64;27,08;3171,31;0
32;2022-S13;190040,00;2292,00;6264,00;1206,06;36,59;3296,15;0
32;2022-S14;190040,00;2334,00;6136,00;1228,16;38,04;3228,79;0
32;2022-S15;190040,00;2247,00;5942,00;1182,38;37,82;3126,71;0
32;2022-S16;190040,00;1495,00;4598,00;786,68;32,51;2419,49;0
33;2022-S13;1633440,00;18617,00;57131,00;1139,74;32,59;3497,59;0
33;2022-S14;1633440,00;18061,00;55381,00;1105,70;32,61;3390,45;0
33;2022-S15;1633440,00;16575,00;55949,00;1014,73;29,63;3425,23;0
33;2022-S16;1633440,00;9897,00;36742,00;605,90;26,94;2249,36;0
34;2022-S13;1176145,00;16303,00;57082,00;1386,14;28,56;4853,31;0
34;2022-S14;1176145,00;16493,00;54107,00;1402,29;30,48;4600,37;0
34;2022-S15;1176145,00;15145,00;51064,00;1287,68;29,66;4341,64;0
34;2022-S16;1176145,00;9635,00;39579,00;819,20;24,34;3365,15;0
35;2022-S13;1082073,00;19962,00;49258,00;1844,79;40,53;4552,19;0
35;2022-S14;1082073,00;17987,00;46179,00;1662,27;38,95;4267,64;0
35;2022-S15;1082073,00;14058,00;34952,00;1299,17;40,22;3230,10;0
35;2022-S16;1082073,00;8626,00;21649,00;797,17;39,84;2000,70;0
36;2022-S13;217139,00;2963,00;7252,00;1364,56;40,86;3339,80;0
36;2022-S14;217139,00;2859,00;7026,00;1316,67;40,69;3235,72;0
36;2022-S15;217139,00;2291,00;5543,00;1055,08;41,33;2552,74;0
36;2022-S16;217139,00;1560,00;3962,00;718,43;39,37;1824,64;0
37;2022-S13;605380,00;10077,00;27462,00;1664,57;36,69;4536,32;0
37;2022-S14;605380,00;9384,00;25716,00;1550,10;36,49;4247,91;0
37;2022-S15;605380,00;7227,00;19558,00;1193,80;36,95;3230,70;0
37;2022-S16;605380,00;4266,00;12383,00;704,68;34,45;2045,49;0
38;2022-S13;1264979,00;15816,00;46009,00;1250,30;34,38;3637,14;0
38;2022-S14;1264979,00;17741,00;47111,00;1402,47;37,66;3724,25;0
38;2022-S15;1264979,00;17531,00;48040,00;1385,87;36,49;3797,69;0
38;2022-S16;1264979,00;10791,00;31064,00;853,06;34,74;2455,69;0
39;2022-S13;257849,00;3669,00;10209,00;1422,93;35,94;3959,29;0
39;2022-S14;257849,00;3888,00;10094,00;1507,86;38,52;3914,69;0
39;2022-S15;257849,00;3640,00;9667,00;1411,68;37,65;3749,09;0
39;2022-S16;257849,00;2463,00;6697,00;955,21;36,78;2597,26;0
40;2022-S13;411979,00;4769,00;12461,00;1157,58;38,27;3024,67;0
40;2022-S14;411979,00;4864,00;11964,00;1180,64;40,66;2904,03;0
40;2022-S15;411979,00;4536,00;12159,00;1101,03;37,31;2951,36;0
40;2022-S16;411979,00;2756,00;8309,00;668,97;33,17;2016,85;0
41;2022-S13;327835,00;4804,00;12038,00;1465,37;39,91;3671,97;0
41;2022-S14;327835,00;5185,00;12532,00;1581,59;41,37;3822,65;0
41;2022-S15;327835,00;4184,00;9822,00;1276,25;42,60;2996,02;0
41;2022-S16;327835,00;2608,00;6561,00;795,52;39,75;2001,31;0
42;2022-S13;764737,00;7073,00;24327,00;924,89;29,07;3181,09;0
42;2022-S14;764737,00;7971,00;24765,00;1042,32;32,19;3238,37;0
42;2022-S15;764737,00;8998,00;26384,00;1176,61;34,10;3450,07;0
42;2022-S16;764737,00;6413,00;19245,00;838,59;33,32;2516,55;0
43;2022-S13;226901,00;2477,00;7441,00;1091,67;33,29;3279,40;0
43;2022-S14;226901,00;2640,00;6966,00;1163,50;37,90;3070,06;0
43;2022-S15;226901,00;2743,00;7669,00;1208,90;35,77;3379,89;0
43;2022-S16;226901,00;1772,00;5222,00;780,96;33,93;2301,44;0
44;2022-S13;1437137,00;20651,00;58941,00;1436,95;35,04;4101,28;0
44;2022-S14;1437137,00;20200,00;58135,00;1405,57;34,75;4045,20;0
44;2022-S15;1437137,00;16415,00;44829,00;1142,20;36,62;3119,33;0
44;2022-S16;1437137,00;10281,00;28477,00;715,38;36,10;1981,51;0
45;2022-S13;682890,00;9393,00;25079,00;1375,48;37,45;3672,48;0
45;2022-S14;682890,00;9975,00;25611,00;1460,70;38,95;3750,38;0
45;2022-S15;682890,00;8245,00;20914,00;1207,37;39,42;3062,57;0
45;2022-S16;682890,00;4958,00;13440,00;726,03;36,89;1968,11;0
46;2022-S13;173166,00;2152,00;5585,00;1242,74;38,53;3225,23;0
46;2022-S14;173166,00;2304,00;5784,00;1330,52;39,83;3340,15;0
46;2022-S15;173166,00;2231,00;5308,00;1288,36;42,03;3065,27;0
46;2022-S16;173166,00;1481,00;4020,00;855,25;36,84;2321,47;0
47;2022-S13;330336,00;3805,00;10679,00;1151,86;35,63;3232,77;0
47;2022-S14;330336,00;3304,00;10091,00;1000,19;32,74;3054,77;0
47;2022-S15;330336,00;2881,00;9812,00;872,14;29,36;2970,31;0
47;2022-S16;330336,00;1695,00;6335,00;513,11;26,76;1917,74;0
48;2022-S13;76286,00;931,00;2401,00;1220,41;38,78;3147,37;0
48;2022-S14;76286,00;1039,00;2233,00;1361,98;46,53;2927,14;0
48;2022-S15;76286,00;872,00;2116,00;1143,07;41,21;2773,77;0
48;2022-S16;76286,00;661,00;1713,00;866,48;38,59;2245,50;0
49;2022-S13;815881,00;10993,00;28611,00;1347,38;38,42;3506,76;0
49;2022-S14;815881,00;11535,00;29296,00;1413,81;39,37;3590,72;0
49;2022-S15;815881,00;9161,00;22238,00;1122,84;41,20;2725,64;0
49;2022-S16;815881,00;5944,00;14639,00;728,54;40,60;1794,26;0
50;2022-S13;490669,00;9786,00;21083,00;1994,42;46,42;4296,79;0
50;2022-S14;490669,00;8698,00;19505,00;1772,68;44,59;3975,18;0
50;2022-S15;490669,00;6631,00;14482,00;1351,42;45,79;2951,48;0
50;2022-S16;490669,00;4295,00;9748,00;875,34;44,06;1986,68;0
51;2022-S13;563823,00;9043,00;30232,00;1603,87;29,91;5361,97;0
51;2022-S14;563823,00;8895,00;28678,00;1577,62;31,02;5086,35;0
51;2022-S15;563823,00;6675,00;19437,00;1183,88;34,34;3447,36;0
51;2022-S16;563823,00;4237,00;12470,00;751,48;33,98;2211,69;0
52;2022-S13;169250,00;2388,00;6993,00;1410,93;34,15;4131,76;0
52;2022-S14;169250,00;2371,00;6305,00;1400,89;37,61;3725,26;0
52;2022-S15;169250,00;2015,00;5114,00;1190,55;39,40;3021,57;0
52;2022-S16;169250,00;1251,00;3312,00;739,14;37,77;1956,87;0
53;2022-S13;305365,00;4654,00;10553,00;1524,08;44,10;3455,86;0
53;2022-S14;305365,00;4374,00;9724,00;1432,38;44,98;3184,39;0
53;2022-S15;305365,00;3424,00;7540,00;1121,28;45,41;2469,18;0
53;2022-S16;305365,00;2023,00;4953,00;662,49;40,84;1621,99;0
54;2022-S13;730398,00;10829,00;34736,00;1482,62;31,18;4755,76;0
54;2022-S14;730398,00;9795,00;32288,00;1341,05;30,34;4420,60;0
54;2022-S15;730398,00;7903,00;23400,00;1082,01;33,77;3203,73;0
54;2022-S16;730398,00;4953,00;15372,00;678,12;32,22;2104,61;0
55;2022-S13;181641,00;2473,00;7339,00;1361,48;33,70;4040,39;0
55;2022-S14;181641,00;2381,00;6851,00;1310,83;34,75;3771,73;0
55;2022-S15;181641,00;1732,00;4909,00;953,53;35,28;2702,58;0
55;2022-S16;181641,00;1106,00;3335,00;608,89;33,16;1836,04;0
56;2022-S13;755566,00;11660,00;27579,00;1543,21;42,28;3650,11;0
56;2022-S14;755566,00;11467,00;27013,00;1517,67;42,45;3575,20;0
56;2022-S15;755566,00;9158,00;20754,00;1212,07;44,13;2746,81;0
56;2022-S16;755566,00;6000,00;14665,00;794,11;40,91;1940,93;0
57;2022-S13;1035866,00;17285,00;53974,00;1668,65;32,02;5210,52;0
57;2022-S14;1035866,00;14367,00;46908,00;1386,96;30,63;4528,39;0
57;2022-S15;1035866,00;11081,00;32641,00;1069,73;33,95;3151,08;0
57;2022-S16;1035866,00;7505,00;23927,00;724,51;31,37;2309,85;0
58;2022-S13;199596,00;2829,00;6972,00;1417,36;40,58;3493,06;0
58;2022-S14;199596,00;3068,00;6988,00;1537,10;43,90;3501,07;0
58;2022-S15;199596,00;2937,00;6478,00;1471,47;45,34;3245,56;0
58;2022-S16;199596,00;1716,00;4239,00;859,74;40,48;2123,79;0
59;2022-S13;2588988,00;39714,00;138143,00;1533,96;28,75;5335,79;0
59;2022-S14;2588988,00;37269,00;131051,00;1439,52;28,44;5061,86;0
59;2022-S15;2588988,00;28623,00;95095,00;1105,57;30,10;3673,06;0
59;2022-S16;2588988,00;17723,00;62367,00;684,55;28,42;2408,93;0
60;2022-S13;825077,00;10401,00;32938,00;1260,61;31,58;3992,11;0
60;2022-S14;825077,00;10905,00;34629,00;1321,69;31,49;4197,06;0
60;2022-S15;825077,00;8924,00;26688,00;1081,60;33,44;3234,61;0
60;2022-S16;825077,00;5638,00;17856,00;683,33;31,57;2164,16;0
61;2022-S13;276903,00;4395,00;11279,00;1587,20;38,97;4073,27;0
61;2022-S14;276903,00;4742,00;11780,00;1712,51;40,25;4254,20;0
61;2022-S15;276903,00;3533,00;8766,00;1275,90;40,30;3165,73;0
61;2022-S16;276903,00;2159,00;6002,00;779,70;35,97;2167,55;0
62;2022-S13;1452778,00;25632,00;75615,00;1764,34;33,90;5204,86;0
62;2022-S14;1452778,00;22746,00;67482,00;1565,69;33,71;4645,03;0
62;2022-S15;1452778,00;16435,00;47222,00;1131,28;34,80;3250,46;0
62;2022-S16;1452778,00;10749,00;32045,00;739,89;33,54;2205,77;0
63;2022-S13;660240,00;10038,00;26754,00;1520,36;37,52;4052,16;0
63;2022-S14;660240,00;10957,00;26828,00;1659,55;40,84;4063,37;0
63;2022-S15;660240,00;10360,00;26331,00;1569,13;39,35;3988,10;0
63;2022-S16;660240,00;5928,00;15778,00;897,86;37,57;2389,74;0
64;2022-S13;683169,00;5794,00;19045,00;848,11;30,42;2787,74;0
64;2022-S14;683169,00;5707,00;18043,00;835,37;31,63;2641,07;0
64;2022-S15;683169,00;5805,00;19115,00;849,72;30,37;2797,99;0
64;2022-S16;683169,00;4380,00;14590,00;641,13;30,02;2135,64;0
65;2022-S13;226839,00;2047,00;6732,00;902,40;30,41;2967,74;0
65;2022-S14;226839,00;1993,00;6305,00;878,60;31,61;2779,50;0
65;2022-S15;226839,00;2070,00;6601,00;912,54;31,36;2909,99;0
65;2022-S16;226839,00;1617,00;5190,00;712,84;31,16;2287,97;0
66;2022-S13;479000,00;7184,00;22539,00;1499,79;31,87;4705,43;0
66;2022-S14;479000,00;6639,00;20057,00;1386,01;33,10;4187,27;0
66;2022-S15;479000,00;6409,00;18894,00;1338,00;33,92;3944,47;0
66;2022-S16;479000,00;4374,00;14911,00;913,15;29,33;3112,94;0
67;2022-S13;1132607,00;19804,00;66638,00;1748,53;29,72;5883,59;0
67;2022-S14;1132607,00;17327,00;58712,00;1529,83;29,51;5183,79;0
67;2022-S15;1132607,00;13521,00;42687,00;1193,79;31,67;3768,92;0
67;2022-S16;1132607,00;9457,00;31689,00;834,98;29,84;2797,88;0
68;2022-S13;763204,00;11925,00;37414,00;1562,49;31,87;4902,23;0
68;2022-S14;763204,00;10354,00;33681,00;1356,65;30,74;4413,11;0
68;2022-S15;763204,00;7666,00;24450,00;1004,45;31,35;3203,60;0
68;2022-S16;763204,00;5581,00;18789,00;731,26;29,70;2461,86;0
69;2022-S13;1876051,00;22145,00;81996,00;1180,41;27,01;4370,67;0
69;2022-S14;1876051,00;23873,00;81695,00;1272,51;29,22;4354,63;0
69;2022-S15;1876051,00;22722,00;83705,00;1211,16;27,15;4461,77;0
69;2022-S16;1876051,00;14188,00;51983,00;756,27;27,29;2770,87;0
70;2022-S13;233194,00;3519,00;9688,00;1509,04;36,32;4154,48;0
70;2022-S14;233194,00;3616,00;8945,00;1550,64;40,42;3835,86;0
70;2022-S15;233194,00;3038,00;8282,00;1302,78;36,68;3551,55;0
70;2022-S16;233194,00;1947,00;5290,00;834,93;36,81;2268,50;0
71;2022-S13;547824,00;7007,00;18712,00;1279,06;37,45;3415,70;0
71;2022-S14;547824,00;7625,00;18946,00;1391,87;40,25;3458,41;0
71;2022-S15;547824,00;7784,00;18943,00;1420,89;41,09;3457,86;0
71;2022-S16;547824,00;4872,00;12565,00;889,34;38,77;2293,62;0
72;2022-S13;560227,00;8422,00;22591,00;1503,32;37,28;4032,47;0
72;2022-S14;560227,00;8139,00;21843,00;1452,80;37,26;3898,96;0
72;2022-S15;560227,00;6285,00;16056,00;1121,87;39,14;2865,98;0
72;2022-S16;560227,00;4031,00;11046,00;719,53;36,49;1971,70;0
73;2022-S13;432548,00;4375,00;12526,00;1011,45;34,93;2895,86;0
73;2022-S14;432548,00;4835,00;12432,00;1117,80;38,89;2874,13;0
73;2022-S15;432548,00;4925,00;13137,00;1138,60;37,49;3037,12;0
73;2022-S16;432548,00;3117,00;9181,00;720,61;33,95;2122,54;0
74;2022-S13;828405,00;8381,00;24994,00;1011,70;33,53;3017,12;0
74;2022-S14;828405,00;8461,00;24018,00;1021,36;35,23;2899,31;0
74;2022-S15;828405,00;8053,00;25460,00;972,11;31,63;3073,38;0
74;2022-S16;828405,00;5189,00;17732,00;626,38;29,26;2140,50;0
75;2022-S13;2148271,00;33068,00;164726,00;1539,28;20,07;7667,84;0
75;2022-S14;2148271,00;28829,00;144493,00;1341,96;19,95;6726,01;0
75;2022-S15;2148271,00;23701,00;132356,00;1103,26;17,91;6161,05;0
75;2022-S16;2148271,00;14789,00;103634,00;688,41;14,27;4824,07;0
76;2022-S13;1243788,00;21429,00;66437,00;1722,88;32,25;5341,51;0
76;2022-S14;1243788,00;20726,00;59956,00;1666,36;34,57;4820,44;0
76;2022-S15;1243788,00;16511,00;44682,00;1327,48;36,95;3592,41;0
76;2022-S16;1243788,00;10199,00;28497,00;820,00;35,79;2291,15;0
77;2022-S13;1423607,00;19603,00;63989,00;1377,00;30,63;4494,85;0
77;2022-S14;1423607,00;20239,00;61871,00;1421,67;32,71;4346,07;0
77;2022-S15;1423607,00;17496,00;55737,00;1228,99;31,39;3915,20;0
77;2022-S16;1423607,00;10926,00;42775,00;767,49;25,54;3004,69;0
78;2022-S13;1448625,00;23879,00;73659,00;1648,39;32,42;5084,75;0
78;2022-S14;1448625,00;21888,00;65752,00;1510,95;33,29;4538,92;0
78;2022-S15;1448625,00;17897,00;57220,00;1235,45;31,28;3949,95;0
78;2022-S16;1448625,00;10590,00;45329,00;731,04;23,36;3129,10;0
79;2022-S13;372627,00;5230,00;12911,00;1403,55;40,51;3464,86;0
79;2022-S14;372627,00;5429,00;12340,00;1456,95;44,00;3311,62;0
79;2022-S15;372627,00;4642,00;11745,00;1245,75;39,52;3151,95;0
79;2022-S16;372627,00;2517,00;7050,00;675,47;35,70;1891,97;0
80;2022-S13;569769,00;9331,00;28305,00;1637,68;32,97;4967,80;0
80;2022-S14;569769,00;9345,00;27462,00;1640,14;34,03;4819,85;0
80;2022-S15;569769,00;7425,00;19419,00;1303,16;38,24;3408,22;0
80;2022-S16;569769,00;4836,00;13059,00;848,77;37,03;2291,98;0
81;2022-S13;387898,00;4858,00;13029,00;1252,39;37,29;3358,87;0
81;2022-S14;387898,00;5209,00;13305,00;1342,88;39,15;3430,03;0
81;2022-S15;387898,00;4641,00;11909,00;1196,45;38,97;3070,14;0
81;2022-S16;387898,00;3079,00;8892,00;793,77;34,63;2292,36;0
82;2022-S13;262618,00;3622,00;9995,00;1379,19;36,24;3805,91;0
82;2022-S14;262618,00;3537,00;9536,00;1346,82;37,09;3631,13;0
82;2022-S15;262618,00;3379,00;8909,00;1286,66;37,93;3392,38;0
82;2022-S16;262618,00;2046,00;6545,00;779,08;31,26;2492,21;0
83;2022-S13;1073836,00;14704,00;51682,00;1369,30;28,45;4812,84;0
83;2022-S14;1073836,00;14503,00;49589,00;1350,58;29,25;4617,93;0
83;2022-S15;1073836,00;13286,00;43176,00;1237,25;30,77;4020,73;0
83;2022-S16;1073836,00;9107,00;31223,00;848,08;29,17;2907,61;0
84;2022-S13;560997,00;7394,00;23256,00;1318,01;31,79;4145,48;0
84;2022-S14;560997,00;7215,00;23246,00;1286,10;31,04;4143,69;0
84;2022-S15;560997,00;6583,00;19399,00;1173,45;33,93;3457,95;0
84;2022-S16;560997,00;4209,00;13292,00;750,27;31,67;2369,35;0
85;2022-S13;683187,00;11033,00;26849,00;1614,93;41,09;3929,96;0
85;2022-S14;683187,00;11170,00;27087,00;1634,98;41,24;3964,80;0
85;2022-S15;683187,00;8508,00;19971,00;1245,34;42,60;2923,21;0
85;2022-S16;683187,00;5520,00;13553,00;807,98;40,73;1983,79;0
86;2022-S13;437398,00;6369,00;16332,00;1456,11;39,00;3733,90;0
86;2022-S14;437398,00;6160,00;15501,00;1408,33;39,74;3543,91;0
86;2022-S15;437398,00;5263,00;13875,00;1203,25;37,93;3172,17;0
86;2022-S16;437398,00;3004,00;8726,00;686,79;34,43;1994,98;0
87;2022-S13;370774,00;3475,00;10446,00;937,23;33,27;2817,35;0
87;2022-S14;370774,00;3653,00;10685,00;985,24;34,19;2881,81;0
87;2022-S15;370774,00;3388,00;10334,00;913,76;32,78;2787,14;0
87;2022-S16;370774,00;2422,00;7311,00;653,23;33,13;1971,82;0
88;2022-S13;359520,00;4976,00;15633,00;1384,07;31,83;4348,30;0
88;2022-S14;359520,00;4741,00;14308,00;1318,70;33,14;3979,75;0
88;2022-S15;359520,00;3779,00;10475,00;1051,12;36,08;2913,61;0
88;2022-S16;359520,00;2485,00;7305,00;691,20;34,02;2031,88;0
89;2022-S13;332096,00;4056,00;11586,00;1221,33;35,01;3488,75;0
89;2022-S14;332096,00;4579,00;12198,00;1378,82;37,54;3673,03;0
