fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;09;2021-09-17;1;2;0;0;0;0;1126;288;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1052;262;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;3;0;0;0;0;2212;558;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-18;2;1;0;0;0;0;1128;289;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;1054;263;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;2;0;0;0;0;2216;560;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-19;0;0;0;0;0;0;1128;289;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1054;264;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2216;561;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-20;2;0;0;0;0;0;1130;289;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;2;0;0;0;0;1054;266;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;2218;563;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-21;5;0;0;0;0;0;1135;289;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;3;0;0;0;0;1058;269;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;9;3;0;0;0;0;2227;566;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-22;5;2;0;0;0;0;1140;291;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;4;0;0;0;0;1060;273;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;6;0;0;0;0;2234;572;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-23;1;4;0;0;0;0;1141;295;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;2;0;0;0;0;1067;275;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;7;0;0;0;0;2242;579;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-24;1;3;0;0;0;0;1142;298;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1068;275;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;2245;582;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-25;0;1;0;0;0;0;1142;299;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;1069;276;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;2;0;0;0;0;2246;584;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-26;1;0;0;0;0;0;1143;299;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1070;276;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;2248;584;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-27;1;1;0;0;0;0;1144;300;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1070;277;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;2;0;0;0;0;2249;586;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-28;2;2;0;0;0;0;1146;302;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;2;0;0;0;0;1070;279;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;4;0;0;0;0;2251;590;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-29;2;4;0;0;0;0;1148;306;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;1072;280;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;5;0;0;0;0;2255;595;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-09-30;1;5;0;0;0;0;1149;311;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;6;0;0;0;0;1074;286;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;11;0;0;0;0;2258;606;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-01;13;6;0;0;0;0;1162;317;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;11;9;0;0;0;0;1085;295;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;24;15;0;0;0;0;2282;621;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-02;4;0;0;0;0;0;1166;317;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;1087;295;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;2288;621;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-03;0;0;0;0;0;0;1166;317;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;1087;295;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2288;621;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-04;3;2;0;0;0;0;1169;319;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;3;0;0;0;0;1092;298;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;5;0;0;0;0;2296;626;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-05;3;4;0;0;0;0;1172;323;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;1;0;0;0;0;1099;299;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;10;5;0;0;0;0;2306;631;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-06;6;0;0;0;0;0;1178;323;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;2;0;0;0;0;1106;301;3;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;13;2;0;0;0;0;2319;633;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-07;0;2;1;0;0;0;1178;325;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;1;0;0;0;1106;301;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;2;2;0;0;0;2319;635;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-08;13;1;0;0;0;0;1191;326;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;1108;303;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;15;3;0;0;0;0;2334;638;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-09;0;0;0;0;0;0;1191;326;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;1111;303;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;2337;638;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-10;2;1;0;0;0;0;1193;327;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;2;0;0;0;0;1112;305;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;2340;641;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-11;6;3;0;0;0;0;1199;330;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;2;0;0;0;0;1113;307;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;5;0;0;0;0;2347;646;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-12;4;2;0;0;0;0;1203;332;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;5;0;0;0;0;1117;312;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;7;0;0;0;0;2355;653;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-13;3;2;0;0;0;0;1206;334;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;2;0;0;0;0;1120;314;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;4;0;0;0;0;2362;657;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-14;2;1;0;0;0;0;1208;335;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1121;314;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;2365;658;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-15;1;2;0;0;0;0;1209;337;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;1123;315;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;2368;661;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-16;2;0;0;0;0;0;1211;337;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;1124;316;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;2371;662;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-17;0;0;0;0;0;0;1211;337;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;1124;316;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2371;662;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-18;10;4;0;0;0;0;1221;341;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;3;0;0;0;0;1130;319;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;16;7;0;0;0;0;2387;669;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-19;4;4;0;0;0;0;1225;345;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;6;0;0;0;0;1130;325;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;10;0;0;0;0;2391;679;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-20;4;3;0;0;0;0;1229;348;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;4;0;0;0;0;1132;329;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;7;0;0;0;0;2397;686;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-21;4;2;0;0;0;0;1233;350;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;1134;330;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;3;0;0;0;0;2403;689;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-22;2;4;0;0;0;0;1235;354;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;1136;332;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;6;0;0;0;0;2407;695;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-23;0;1;0;0;0;0;1235;355;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;4;0;0;0;0;1136;336;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;5;0;0;0;0;2407;700;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-24;0;1;0;0;0;0;1235;356;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;1136;336;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2407;701;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-25;1;4;0;0;0;0;1236;360;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;2;0;0;0;0;1140;338;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;6;0;0;0;0;2412;707;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-26;2;2;0;0;0;0;1238;362;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;5;0;0;0;0;1141;343;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;7;0;0;0;0;2415;714;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-27;2;1;0;0;0;0;1240;363;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;1143;343;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;1;0;0;0;0;2419;715;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-28;3;1;0;0;0;0;1243;364;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;1;0;0;0;0;1147;344;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;2;0;0;0;0;2426;717;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-29;1;2;0;0;0;0;1244;366;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;5;0;0;0;0;1153;349;4;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;7;0;0;0;0;2433;724;9;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-30;1;3;0;0;0;0;1245;369;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;1;0;0;0;1155;351;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;5;1;0;0;0;2436;729;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-10-31;2;1;0;0;0;0;1247;370;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1155;352;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;2438;731;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-01;8;0;0;0;0;0;1255;370;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;12;3;0;0;0;0;1167;355;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;20;3;0;0;0;0;2458;734;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-02;6;1;0;0;0;0;1261;371;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;2;0;0;0;0;1173;357;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;12;3;0;0;0;0;2470;737;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-03;5;3;0;0;0;0;1266;374;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;3;0;0;0;0;1179;360;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;11;7;0;0;0;0;2481;744;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-04;3;1;0;0;0;0;1269;375;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;1;1;0;0;0;1183;361;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;2;1;0;0;0;2488;746;11;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-05;4;3;0;0;0;0;1273;378;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;3;0;0;0;0;1187;364;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;6;0;0;0;0;2496;752;11;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-06;3;2;0;0;0;0;1276;380;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;4;0;0;0;0;1190;368;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;6;0;0;0;0;2502;758;11;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-07;3;1;0;0;0;0;1279;381;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;1194;368;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;1;0;0;0;0;2509;759;11;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-08;9;1;0;0;0;0;1288;382;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;1197;371;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;12;4;1;0;0;0;2521;763;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-09;4;4;0;0;0;0;1292;386;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;1202;371;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;9;4;0;0;0;0;2530;767;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-10;8;4;0;0;0;0;1300;390;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;2;0;0;0;0;1210;373;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;16;6;0;0;0;0;2546;773;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-11;12;2;0;0;0;0;1312;392;5;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;9;1;0;0;0;0;1219;374;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;21;3;0;0;0;0;2567;776;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-12;6;2;1;0;0;0;1318;394;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;3;0;0;0;0;1226;377;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;13;5;1;0;0;0;2580;781;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-13;3;0;0;0;0;0;1321;394;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;1229;378;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;1;0;0;0;0;2586;782;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-14;0;2;0;0;0;0;1321;396;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1230;378;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;2;0;0;0;0;2587;784;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-15;11;1;0;0;0;0;1332;397;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;3;1;0;0;0;1236;381;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;17;4;1;0;0;0;2604;788;14;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-16;2;1;0;0;0;0;1334;398;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1237;381;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;2607;789;14;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-17;6;1;0;0;0;0;1340;399;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;3;0;0;0;0;1239;384;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;4;0;0;0;0;2615;793;14;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-18;3;3;0;0;0;0;1343;402;6;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;5;0;0;0;0;1241;389;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;8;0;0;0;0;2620;801;14;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-19;8;1;1;0;0;0;1351;403;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;4;0;0;0;0;1244;393;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;11;5;1;0;0;0;2631;806;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-20;2;0;0;0;0;0;1353;403;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;1247;396;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;3;0;0;0;0;2636;809;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-21;1;0;0;0;0;0;1354;403;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;1250;396;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;2640;809;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-22;7;3;0;0;0;0;1361;406;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;5;0;0;0;0;1256;401;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;14;8;0;0;0;0;2654;817;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-23;4;4;1;0;0;0;1365;410;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;2;0;0;0;0;1259;403;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;6;1;0;0;0;2661;823;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-24;6;0;0;0;0;0;1371;410;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;1261;405;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;2;0;0;0;0;2669;825;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-25;6;1;0;0;0;0;1377;411;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;5;0;0;0;0;1263;410;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;6;0;0;0;0;2677;831;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-26;4;8;0;0;0;0;1381;419;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;8;0;0;0;0;1268;418;7;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;9;16;0;0;0;0;2686;847;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-27;3;1;0;0;0;0;1384;420;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;1;1;0;0;0;1271;419;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;2;1;0;0;0;2692;849;17;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-28;1;0;0;0;0;0;1385;420;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;5;1;0;0;0;0;1276;420;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;1;0;0;0;0;2698;850;17;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-29;5;2;0;0;0;0;1390;422;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;3;0;0;0;0;1279;423;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;8;5;0;0;0;0;2706;855;17;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-11-30;1;2;2;0;0;0;1391;424;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;3;0;0;0;0;1281;426;8;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;3;5;2;0;0;0;2709;860;19;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-01;24;1;2;0;0;0;1415;425;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;18;3;2;0;0;0;1299;429;10;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;42;4;4;0;0;0;2751;864;23;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-02;9;5;3;0;0;0;1424;430;15;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;6;6;1;0;0;0;1305;435;11;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;15;11;4;0;0;0;2766;875;27;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-03;11;7;1;0;0;0;1435;437;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;7;1;0;0;0;1307;442;12;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;13;14;2;0;0;0;2779;889;29;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-04;7;1;0;0;0;0;1442;438;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;4;1;1;0;0;0;1311;443;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;12;2;1;0;0;0;2791;891;30;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-05;2;0;0;0;0;0;1444;438;16;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;0;3;0;0;0;0;1311;446;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;2;3;0;0;0;0;2793;894;30;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-06;53;7;1;0;0;0;1497;445;17;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;35;5;0;0;0;0;1346;451;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;88;12;1;0;0;0;2881;906;31;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-07;5;8;1;0;0;0;1502;453;18;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;5;0;0;0;0;1353;456;13;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;12;13;1;0;0;0;2893;919;32;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-08;15;9;0;0;0;0;1517;462;18;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;10;5;1;0;0;0;1363;461;14;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;25;14;1;0;0;0;2918;933;33;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
FR;09;2021-12-09;7;6;0;0;0;0;1524;468;18;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;7;4;3;0;0;0;1370;465;17;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0;14;10;3;0;0;0;2932;943;36;0;0;0;0.1;0.0;0.0;0.0;0.0;0.0
